"rs_id","title","source","rs_link","abreviation","ro_source","decision_date","history_link","pdf_in_force","pdf_entry_in_force","n_full_text_pdf","n_modifications","admin_id","pdf_in_force2","page_length","entry_in_force","international"
"0.831.109.158.11","Arrangement administratif du 7 décembre 2007 concernant les modalités d’application de la Convention de sécurité sociale entre la Confédération suisse et l’Australie","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/20082971/index.html","NA","RO 2009 329","2007-12-07","/opc/fr/classified-compilation/20082971/history.html","200801010000/0.831.109.158.11.pdf","2008-01-01",1,0,20082971,"https://www.admin.ch/opc/fr/classified-compilation/20082971/200801010000/0.831.109.158.11.pdf",6,"2008-01-01",1
"0.831.109.163.1","Convention de sécurité sociale du 15 novembre 1967 entre la Confédération suisse et la République d’Autriche (avec protocole final)","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/19670248/index.html","NA","RO 1969 12","1967-11-15","/opc/fr/classified-compilation/19670248/history.html","199807010000/0.831.109.163.1.pdf","1998-07-01",1,4,19670248,"https://www.admin.ch/opc/fr/classified-compilation/19670248/199807010000/0.831.109.163.1.pdf",22,"1969-01-01",1
"0.831.109.163.15","Arrangement administratif du 1er octobre 1968 concernant les modalités d’application de la convention de sécurité sociale conclue entre la Confédération suisse et la République d’Autriche","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/19680207/index.html","NA","RO 1969 39","1968-10-01","/opc/fr/classified-compilation/19680207/history.html","199001010000/0.831.109.163.15.pdf","1990-01-01",1,3,19680207,"https://www.admin.ch/opc/fr/classified-compilation/19680207/199001010000/0.831.109.163.15.pdf",6,"1969-01-01",1
"0.831.109.172.1","Convention de sécurité sociale du 24 septembre 1975 entre la Confédération suisse et le Royaume de Belgique (avec protocole final)","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/19750253/index.html","NA","RO 1977 710","1975-09-24","/opc/fr/classified-compilation/19750253/history.html","197705010000/0.831.109.172.1.pdf","1977-05-01",1,0,19750253,"https://www.admin.ch/opc/fr/classified-compilation/19750253/197705010000/0.831.109.172.1.pdf",22,"1977-05-01",1
"0.831.109.172.12","Arrangement administratif du 30 novembre 1978 concernant les modalités d’application de la Convention de sécurité sociale du 24 septembre 1975 conclue entre la Confédération suisse et le Royaume de Belgique","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/19780297/index.html","NA","RO 1979 721","1978-11-30","/opc/fr/classified-compilation/19780297/history.html","197705010000/0.831.109.172.12.pdf","1977-05-01",1,0,19780297,"https://www.admin.ch/opc/fr/classified-compilation/19780297/197705010000/0.831.109.172.12.pdf",16,"1977-05-01",1
"0.831.109.214.1","Convention de sécurité sociale du 15 mars 2006 entre la Confédération suisse et la République de Bulgarie","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/20061042/index.html","NA","RO 2007 6969","2006-03-15","/opc/fr/classified-compilation/20061042/history.html","200712010000/0.831.109.214.1.pdf","2007-12-01",1,0,20061042,"https://www.admin.ch/opc/fr/classified-compilation/20061042/200712010000/0.831.109.214.1.pdf",14,"2007-12-01",1
"0.831.109.232.1","Convention de sécurité sociale du 24 février 1994 entre la Confédération suisse et le Canada (avec protocole final)","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/19940041/index.html","NA","RO 1995 4283","1994-02-24","/opc/fr/classified-compilation/19940041/history.html","199510010000/0.831.109.232.1.pdf","1995-10-01",1,0,19940041,"https://www.admin.ch/opc/fr/classified-compilation/19940041/199510010000/0.831.109.232.1.pdf",14,"1995-10-01",1
"0.831.109.232.12","Arrangement administratif du 24 février 1994 concernant les modalités d’application de la Convention de sécurité sociale du 24 février 1994 entre la Confédération suisse et le Canada","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/19940042/index.html","NA","RO 1995 4296","1994-02-25","/opc/fr/classified-compilation/19940042/history.html","199510010000/0.831.109.232.12.pdf","1995-10-01",1,0,19940042,"https://www.admin.ch/opc/fr/classified-compilation/19940042/199510010000/0.831.109.232.12.pdf",4,"1995-10-01",1
"0.831.109.232.2","Entente du 25 février 1994 en matière de sécurité sociale entre la Confédération suisse et le Québec (avec protocole final)","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/19940044/index.html","NA","RO 1995 4300","1994-02-25","/opc/fr/classified-compilation/19940044/history.html","199510010000/0.831.109.232.2.pdf","1995-10-01",1,0,19940044,"https://www.admin.ch/opc/fr/classified-compilation/19940044/199510010000/0.831.109.232.2.pdf",12,"1995-10-01",1
"0.831.109.232.22","Arrangement administratif du 25 février 1994 concernant les modalités d’application de l’Entente de sécurité sociale entre la Confédération suisse et le Québec","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/19940043/index.html","NA","RO 1995 4311","1994-02-25","/opc/fr/classified-compilation/19940043/history.html","199510010000/0.831.109.232.22.pdf","1995-10-01",1,0,19940043,"https://www.admin.ch/opc/fr/classified-compilation/19940043/199510010000/0.831.109.232.22.pdf",4,"1995-10-01",1
"0.831.109.245.1","Convention de sécurité sociale du 20 juin 1996 entre la Confédération suisse et la République du Chili","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/20001028/index.html","NA","RO 2000 2078","1996-06-20","/opc/fr/classified-compilation/20001028/history.html","199803010000/0.831.109.245.1.pdf","1998-03-01",1,0,20001028,"https://www.admin.ch/opc/fr/classified-compilation/20001028/199803010000/0.831.109.245.1.pdf",16,"1998-03-01",1
"0.831.109.245.11","Arrangement administratif du 20 juin 1997 concernant les modalités d’application de la Convention de sécurité sociale du 20 juin 1996 entre la Confédération suisse et la République du Chili","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/20001029/index.html","NA","RO 2000 2220","1997-06-20","/opc/fr/classified-compilation/20001029/history.html","199803010000/0.831.109.245.11.pdf","1998-03-01",1,0,20001029,"https://www.admin.ch/opc/fr/classified-compilation/20001029/199803010000/0.831.109.245.11.pdf",8,"1998-03-01",1
"0.831.109.249.1","Convention du 30 septembre 2015 de sécurité sociale entre le Gouvernement de la Confédération suisse et le Gouvernement de la République populaire de Chine","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/20153177/index.html","NA","RO 2017 2675","2015-09-30","/opc/fr/classified-compilation/20153177/history.html","201706190000/0.831.109.249.1.pdf","2017-06-19",1,0,20153177,"https://www.admin.ch/opc/fr/classified-compilation/20153177/201706190000/0.831.109.249.1.pdf",8,"2017-06-19",1
"0.831.109.258.1","Convention de sécurité sociale du 30 mai 1995 entre la Confédération suisse et la République de Chypre","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/19950126/index.html","NA","RO 1997 1459","1995-05-30","/opc/fr/classified-compilation/19950126/history.html","199701010000/0.831.109.258.1.pdf","1997-01-01",1,0,19950126,"https://www.admin.ch/opc/fr/classified-compilation/19950126/199701010000/0.831.109.258.1.pdf",14,"1997-01-01",1
"0.831.109.258.12","Arrangement administratif du 20 mai 1998 concernant les modalités d’application de la Convention de sécurité sociale du 30 mai 1995 entre la Confédération suisse et la République de Chypre","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/20011240/index.html","NA","RO 2001 2537","1998-05-20","/opc/fr/classified-compilation/20011240/history.html","199701010000/0.831.109.258.12.pdf","1997-01-01",1,0,20011240,"https://www.admin.ch/opc/fr/classified-compilation/20011240/199701010000/0.831.109.258.12.pdf",8,"1997-01-01",1
"0.831.109.268.1","Règlement (CE) no 883/2004 du 29 avril 2004 du Parlement européen et du Conseil du 29 avril 2004 portant sur la coordination des systèmes de sécurité sociale. Modifié par: Règlement (CE) no 988/2009 du Parlement européen et du Conseil du 16 septembre 2009 (JO L 284 du 30.10.2009, p. 43). Adapté selon l’annexe II à l’accord sur la libre circulation des personnes entre la Communauté européenne et ses Etats membres d’une part, et la Suisse d’autre part (avec annexes)","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/20112875/index.html","NA","RO 2012 2627","2004-04-29","/opc/fr/classified-compilation/20112875/history.html","201501010000/0.831.109.268.1.pdf","2015-01-01",2,3,20112875,"https://www.admin.ch/opc/fr/classified-compilation/20112875/201501010000/0.831.109.268.1.pdf",116,"2012-04-01",1
"0.831.109.268.11","Règlement (CE) no 987/2009 du Parlement européen et du Conseil du 16 septembre 2009 fixant les modalités d’application du règlement (CE) no 883/2004 portant sur la coordination des systèmes de sécurité sociale (avec annexes)","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/20112876/index.html","NA","RO 2012 3051","2009-09-16","/opc/fr/classified-compilation/20112876/history.html","201501010000/0.831.109.268.11.pdf","2015-01-01",2,3,20112876,"https://www.admin.ch/opc/fr/classified-compilation/20112876/201501010000/0.831.109.268.11.pdf",74,"2012-04-01",1
"0.831.109.281.1","Convention du 20 janvier 2014 de sécurité sociale entre la Confédération suisse et la République de Corée","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/20140835/index.html","NA","RO 2015 1127","2014-01-20","/opc/fr/classified-compilation/20140835/history.html","201506010000/0.831.109.281.1.pdf","2015-06-01",1,0,20140835,"https://www.admin.ch/opc/fr/classified-compilation/20140835/201506010000/0.831.109.281.1.pdf",8,"2015-06-01",1
"0.831.109.291.1","Convention de sécurité sociale du 9 avril 1996 entre la Confédération suisse et la République de Croatie","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/19983231/index.html","NA","RO 1998 2157","1996-04-09","/opc/fr/classified-compilation/19983231/history.html","200901010000/0.831.109.291.1.pdf","2009-01-01",1,1,19983231,"https://www.admin.ch/opc/fr/classified-compilation/19983231/200901010000/0.831.109.291.1.pdf",16,"1998-01-01",1
"0.831.109.291.12","Arrangement administratif du 24 novembre 1997 concernant les modalités d’application de la Convention de sécurité sociale du 9 avril 1996 entre la Confédération suisse et la République de Croatie","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/19981849/index.html","NA","RO 1998 2173","1997-11-24","/opc/fr/classified-compilation/19981849/history.html","199801010000/0.831.109.291.12.pdf","1998-01-01",1,0,19981849,"https://www.admin.ch/opc/fr/classified-compilation/19981849/199801010000/0.831.109.291.12.pdf",8,"1998-01-01",1
"0.831.109.314.1","Convention de sécurité sociale du 5 janvier 1983 entre la Confédération suisse et le Royaume du Danemark (avec protocole final)","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/19830002/index.html","NA","RO 1983 1553","1983-01-05","/opc/fr/classified-compilation/19830002/history.html","199712010000/0.831.109.314.1.pdf","1997-12-01",1,3,19830002,"https://www.admin.ch/opc/fr/classified-compilation/19830002/199712010000/0.831.109.314.1.pdf",22,"1983-12-01",1
"0.831.109.314.111","Premier avenant du 18 septembre 1985 à la Convention de sécurité sociale conclue le 5 janvier 1983 entre la Confédération suisse et le Royaume du Danemark","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/19850188/index.html","NA","RO 1986 1503","1985-09-18","/opc/fr/classified-compilation/19850188/history.html","199712010000/0.831.109.314.111.pdf","1997-12-01",1,2,19850188,"https://www.admin.ch/opc/fr/classified-compilation/19850188/199712010000/0.831.109.314.111.pdf",4,"1986-10-01",1
"0.831.109.314.112","Deuxième avenant du 11 avril 1996 à la Convention de sécurité sociale conclue le 5 janvier 1983 entre la Confédération suisse et le Royaume du Danemark","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/20000090/index.html","NA","RO 2000 2593","1996-04-11","/opc/fr/classified-compilation/20000090/history.html","199712010000/0.831.109.314.112.pdf","1997-12-01",1,0,20000090,"https://www.admin.ch/opc/fr/classified-compilation/20000090/199712010000/0.831.109.314.112.pdf",4,"1997-12-01",1
"0.831.109.314.12","Arrangement administratif du 10 novembre 1983 concernant les modalités d’application de la Convention de sécurité sociale du 5 janvier 1983 entre la Confédération suisse et le Royaume du Danemark (avec annexe)","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/19830314/index.html","NA","RO 1984 179","1983-11-10","/opc/fr/classified-compilation/19830314/history.html","199803160000/0.831.109.314.12.pdf","1998-03-16",1,2,19830314,"https://www.admin.ch/opc/fr/classified-compilation/19830314/199803160000/0.831.109.314.12.pdf",14,"1983-12-01",1
"0.831.109.332.1","Convention du 21 septembre 1959 entre la Suisse et l’Espagne sur la sécurité sociale (avec protocole final et échange de lettres)","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/19590177/index.html","NA","RO 1960 835","1959-09-21","/opc/fr/classified-compilation/19590177/history.html","197009010000/0.831.109.332.1.pdf","1970-09-01",1,1,19590177,"https://www.admin.ch/opc/fr/classified-compilation/19590177/197009010000/0.831.109.332.1.pdf",6,"1960-07-01",1
"0.831.109.332.2","Convention de sécurité sociale du 13 octobre 1969 entre la Confédération suisse et l’Espagne (avec protocole final)","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/19690190/index.html","NA","RO 1970 952","1969-10-13","/opc/fr/classified-compilation/19690190/history.html","198311010000/0.831.109.332.2.pdf","1983-11-01",1,1,19690190,"https://www.admin.ch/opc/fr/classified-compilation/19690190/198311010000/0.831.109.332.2.pdf",20,"1970-09-01",1
"0.831.109.332.21","Arrangement administratif du 19 avril 1990 concernant l’application de la Convention de sécurité sociale entre la Suisse et l’Espagne du 13 octobre 1969 dans sa teneur modifiée par l’Avenant du 11 juin 1982","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/19900063/index.html","NA","RO 1990 1273","1990-04-19","/opc/fr/classified-compilation/19900063/history.html","199008010000/0.831.109.332.21.pdf","1990-08-01",1,0,19900063,"https://www.admin.ch/opc/fr/classified-compilation/19900063/199008010000/0.831.109.332.21.pdf",12,"1990-08-01",1
"0.831.109.336.1","Convention du 3 décembre 2012 de sécurité sociale entre la Confédération suisse et les Etats-Unis d’Amérique","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/20130609/index.html","NA","RO 2014 2269","2012-12-03","/opc/fr/classified-compilation/20130609/history.html","201408010000/0.831.109.336.1.pdf","2014-08-01",1,0,20130609,"https://www.admin.ch/opc/fr/classified-compilation/20130609/201408010000/0.831.109.336.1.pdf",14,"2014-08-01",1
"0.831.109.336.11","Arrangement administratif du 3 décembre 2012 concernant les modalités d’application de la Convention de sécurité sociale entre la Confédération suisse et les Etats-Unis d’Amérique","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/20141236/index.html","NA","RO 2014 2285","2012-12-03","/opc/fr/classified-compilation/20141236/history.html","201408010000/0.831.109.336.11.pdf","2014-08-01",1,0,20141236,"https://www.admin.ch/opc/fr/classified-compilation/20141236/201408010000/0.831.109.336.11.pdf",4,"2014-08-01",1
"0.831.109.345.1","Convention de sécurité sociale du 28 juin 1985 entre la Confédération suisse et la République de Finlande (avec protocole final)","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/19850139/index.html","NA","RO 1986 1538","1985-06-28","/opc/fr/classified-compilation/19850139/history.html","198610010000/0.831.109.345.1.pdf","1986-10-01",1,0,19850139,"https://www.admin.ch/opc/fr/classified-compilation/19850139/198610010000/0.831.109.345.1.pdf",18,"1986-10-01",1
"0.831.109.345.11","Arrangement administratif du 28 juin 1985 concernant les modalités d’application de la Convention 
de sécurité sociale du 28 juin 1985 entre la Confédération suisse et la République de Finlande","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/19850140/index.html","NA","RO 1986 1556","1985-06-28","/opc/fr/classified-compilation/19850140/history.html","198610010000/0.831.109.345.11.pdf","1986-10-01",1,0,19850140,"https://www.admin.ch/opc/fr/classified-compilation/19850140/198610010000/0.831.109.345.11.pdf",8,"1986-10-01",1
"0.831.109.349.1","Convention de sécurité sociale du 3 juillet 1975 entre la Confédération suisse et la République française (avec protocole final)","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/19750198/index.html","NA","RO 1976 2061","1975-07-03","/opc/fr/classified-compilation/19750198/history.html","197611010000/0.831.109.349.1.pdf","1976-11-01",1,0,19750198,"https://www.admin.ch/opc/fr/classified-compilation/19750198/197611010000/0.831.109.349.1.pdf",22,"1976-11-01",1
"0.831.109.349.10","Protocole spécial du 3 juillet 1975 relatif aux prestations non contributives des assurances invalidité, vieillesse et survivants","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/19750200/index.html","NA","RO 1976 2083","1975-07-03","/opc/fr/classified-compilation/19750200/history.html","197611010000/0.831.109.349.10.pdf","1976-11-01",1,0,19750200,"https://www.admin.ch/opc/fr/classified-compilation/19750200/197611010000/0.831.109.349.10.pdf",4,"1976-11-01",1
"0.831.109.349.12","Arrangement administratif du 3 décembre 1976 concernant les modalités d’application de la Convention de sécurité sociale conclue entre la Confédération suisse et la République française le 3 juillet 1975 (avec annexes)","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/19760307/index.html","NA","RO 1977 1667","1976-12-03","/opc/fr/classified-compilation/19760307/history.html","197611010000/0.831.109.349.12.pdf","1976-11-01",1,0,19760307,"https://www.admin.ch/opc/fr/classified-compilation/19760307/197611010000/0.831.109.349.12.pdf",20,"1976-11-01",1
"0.831.109.367.1","Convention de sécurité sociale du 21 février 1968 entre la Suisse et le Royaume-Uni de Grande-Bretagne et d’Irlande du Nord (avec protocole final)","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/19680033/index.html","NA","RO 1969 260","1968-02-21","/opc/fr/classified-compilation/19680033/history.html","196904010000/0.831.109.367.1.pdf","1969-04-01",1,0,19680033,"https://www.admin.ch/opc/fr/classified-compilation/19680033/196904010000/0.831.109.367.1.pdf",18,"1969-04-01",1
"0.831.109.372.1","Convention de sécurité sociale du 1er juin 1973 entre la Confédération Suisse et le Royaume de Grèce (avec protocole final)","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/19730149/index.html","NA","RO 1974 1683","1973-06-01","/opc/fr/classified-compilation/19730149/history.html","197412010000/0.831.109.372.1.pdf","1974-12-01",1,0,19730149,"https://www.admin.ch/opc/fr/classified-compilation/19730149/197412010000/0.831.109.372.1.pdf",18,"1974-12-01",1
"0.831.109.372.11","Arrangement administratif du 24 octobre 1980 concernant les modalités d’application de la Convention de sécurité sociale du 1er juin 1973 entre la Suisse et la Grèce (avec annexes)","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/19800291/index.html","NA","RO 1981 184","1980-10-24","/opc/fr/classified-compilation/19800291/history.html","197412010000/0.831.109.372.11.pdf","1974-12-01",1,0,19800291,"https://www.admin.ch/opc/fr/classified-compilation/19800291/197412010000/0.831.109.372.11.pdf",16,"1974-12-01",1
"0.831.109.418.1","Convention de sécurité sociale du 4 juin 1996 entre la Confédération suisse et la République de Hongrie","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/20000100/index.html","NA","RO 2000 1208","1996-06-04","/opc/fr/classified-compilation/20000100/history.html","199801010000/0.831.109.418.1.pdf","1998-01-01",1,0,20000100,"https://www.admin.ch/opc/fr/classified-compilation/20000100/199801010000/0.831.109.418.1.pdf",14,"1998-01-01",1
"0.831.109.418.11","Arrangement administratif du 20 février 1998 concernant les modalités d’application de la Convention de sécurité sociale du 4 juin 1996 entre la Confédération suisse et la République de Hongrie","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/20000101/index.html","NA","RO 2000 1221","1998-02-20","/opc/fr/classified-compilation/20000101/history.html","199801010000/0.831.109.418.11.pdf","1998-01-01",1,0,20000101,"https://www.admin.ch/opc/fr/classified-compilation/20000101/199801010000/0.831.109.418.11.pdf",6,"1998-01-01",1
"0.831.109.423.1","Convention du 3 septembre 2009 de sécurité sociale entre la Confédération suisse et la République de l’Inde","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/20091950/index.html","NA","RO 2011 1561","2009-09-03","/opc/fr/classified-compilation/20091950/history.html","201101290000/0.831.109.423.1.pdf","2011-01-29",1,0,20091950,"https://www.admin.ch/opc/fr/classified-compilation/20091950/201101290000/0.831.109.423.1.pdf",8,"2011-01-29",1
"0.831.109.441.1","Convention de sécurité sociale du 11 décembre 1997 entre la Confédération suisse et l’Irlande","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/20001116/index.html","NA","RO 2000 2338","1997-12-11","/opc/fr/classified-compilation/20001116/history.html","199907010000/0.831.109.441.1.pdf","1999-07-01",1,0,20001116,"https://www.admin.ch/opc/fr/classified-compilation/20001116/199907010000/0.831.109.441.1.pdf",14,"1999-07-01",1
"0.831.109.441.11","Arrangement administratif du 12 mai 2000 concernant les modalités d’application de la Convention de sécurité sociale du 11 décembre 1997 entre la Confédération suisse et l’Irlande","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/20011443/index.html","NA","RO 2001 2698","2000-05-12","/opc/fr/classified-compilation/20011443/history.html","199907010000/0.831.109.441.11.pdf","1999-07-01",1,0,20011443,"https://www.admin.ch/opc/fr/classified-compilation/20011443/199907010000/0.831.109.441.11.pdf",6,"1999-07-01",1
"0.831.109.449.1","Convention de sécurité sociale du 23 mars 1984 entre la Confédération suisse et l’Etat d’Israël (avec échange de lettres)","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/19840052/index.html","NA","RO 1985 1351","1984-03-23","/opc/fr/classified-compilation/19840052/history.html","198510010000/0.831.109.449.1.pdf","1985-10-01",1,0,19840052,"https://www.admin.ch/opc/fr/classified-compilation/19840052/198510010000/0.831.109.449.1.pdf",12,"1985-10-01",1
"0.831.109.449.11","Arrangement administratif du 18 septembre 1985 concernant les modalités d’application de la Convention de sécurité sociale conclue le 23 mars 1984 entre la Confédération suisse et l’Etat d’Israël","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/19850189/index.html","NA","RO 1985 1795","1985-09-18","/opc/fr/classified-compilation/19850189/history.html","198510010000/0.831.109.449.11.pdf","1985-10-01",1,0,19850189,"https://www.admin.ch/opc/fr/classified-compilation/19850189/198510010000/0.831.109.449.11.pdf",4,"1985-10-01",1
"0.831.109.454.1","Convention du 17 octobre 1951 entre la Suisse et l’Italie relative aux assurances sociales (avec protocole final)","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/19510219/index.html","NA","RO 1954 250","1951-10-17","/opc/fr/classified-compilation/19510219/history.html","196409010000/0.831.109.454.1.pdf","1964-09-01",1,1,19510219,"https://www.admin.ch/opc/fr/classified-compilation/19510219/196409010000/0.831.109.454.1.pdf",4,"1953-12-28",1
"0.831.109.454.2","Convention du 14 décembre 1962 entre la Confédération Suisse et la République Italienne relative à la sécurité sociale (avec protocole final)","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/19620279/index.html","NA","RO 1964 730","1962-12-14","/opc/fr/classified-compilation/19620279/history.html","198202010000/0.831.109.454.2.pdf","1982-02-01",1,1,19620279,"https://www.admin.ch/opc/fr/classified-compilation/19620279/198202010000/0.831.109.454.2.pdf",16,"1964-09-01",1
"0.831.109.454.21","Avenant du 4 juillet 1969 à la Convention relative à la sécurité sociale entre la Confédération suisse et la République italienne, du 14 décembre 1962 (avec protocole final)","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/19690133/index.html","NA","RO 1973 1185","1969-07-04","/opc/fr/classified-compilation/19690133/history.html","198202010000/0.831.109.454.21.pdf","1982-02-01",1,1,19690133,"https://www.admin.ch/opc/fr/classified-compilation/19690133/198202010000/0.831.109.454.21.pdf",6,"1973-07-01",1
"0.831.109.454.211","Protocole additionnel du 25 février 1974 à l’Avenant du 4 juillet 1969 à la Convention relative à la sécurité sociale entre la Confédération suisse et la République italienne, du 14 décembre 1962","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/19740036/index.html","NA","RO 1974 945","1974-02-25","/opc/fr/classified-compilation/19740036/history.html","197402250000/0.831.109.454.211.pdf","1974-02-25",1,0,19740036,"https://www.admin.ch/opc/fr/classified-compilation/19740036/197402250000/0.831.109.454.211.pdf",2,"1974-02-25",1
"0.831.109.454.212","Arrangement administratif du 25 février 1974 concernant l’application de l’Avenant du 4 juillet 1969 à la Convention relative à la sécurité sociale entre la Confédération suisse et la République italienne et complétant et modifiant l’Arrangement administratif du 18 décembre 1963","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/19740040/index.html","NA","RO 1975 1463","1974-02-25","/opc/fr/classified-compilation/19740040/history.html","197307010000/0.831.109.454.212.pdf","1973-07-01",1,0,19740040,"https://www.admin.ch/opc/fr/classified-compilation/19740040/197307010000/0.831.109.454.212.pdf",4,"1973-07-01",1
"0.831.109.454.22","Accord complémentaire du 18 décembre 1963 à la Convention entre la Confédération suisse et la République italienne en matière de sécurité sociale du 14 décembre 1962","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/19630251/index.html","NA","RO 1964 745","1963-12-18","/opc/fr/classified-compilation/19630251/history.html","196409010000/0.831.109.454.22.pdf","1964-09-01",1,0,19630251,"https://www.admin.ch/opc/fr/classified-compilation/19630251/196409010000/0.831.109.454.22.pdf",4,"1964-09-01",1
"0.831.109.454.23","Arrangement administratif du 18 décembre 1963 concernant les modalités d’application de la convention relative à la sécurité sociale entre la Confédération suisse et la République italienne","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/19630252/index.html","NA","RO 1964 748","1963-12-18","/opc/fr/classified-compilation/19630252/history.html","198202010000/0.831.109.454.23.pdf","1982-02-01",1,2,19630252,"https://www.admin.ch/opc/fr/classified-compilation/19630252/198202010000/0.831.109.454.23.pdf",16,"1964-09-01",1
"0.831.109.454.24","Deuxième Avenant du 2 avril 1980 à la Convention relative à la sécurité sociale entre la Confédération suisse et la République italienne, du 14 décembre 1962","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/19800074/index.html","NA","RO 1982 98","1980-04-02","/opc/fr/classified-compilation/19800074/history.html","198202010000/0.831.109.454.24.pdf","1982-02-01",1,0,19800074,"https://www.admin.ch/opc/fr/classified-compilation/19800074/198202010000/0.831.109.454.24.pdf",4,"1982-02-01",1
"0.831.109.454.241","Arrangement administratif du 30 janvier 1982 concernant l’application du Deuxième Avenant de sécurité sociale du 2 avril 1980 et la révision de l’Arrangement administratif du 18 décembre 1963","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/19820029/index.html","NA","RO 1982 547","1982-01-30","/opc/fr/classified-compilation/19820029/history.html","198202010000/0.831.109.454.241.pdf","1982-02-01",1,0,19820029,"https://www.admin.ch/opc/fr/classified-compilation/19820029/198202010000/0.831.109.454.241.pdf",6,"1982-02-01",1
"0.831.109.463.1","Convention du 22 octobre 2010 de sécurité sociale entre la Confédération suisse et le Japon","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/20110145/index.html","NA","RO 2012 1579","2010-10-22","/opc/fr/classified-compilation/20110145/history.html","201203010000/0.831.109.463.1.pdf","2012-03-01",1,0,20110145,"https://www.admin.ch/opc/fr/classified-compilation/20110145/201203010000/0.831.109.463.1.pdf",16,"2012-03-01",1
"0.831.109.514.1","Convention de sécurité sociale du 8 mars 1989 entre la Confédération suisse et la Principauté de Liechtenstein (avec protocole final)","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/19890033/index.html","NA","RO 1990 638","1989-03-08","/opc/fr/classified-compilation/19890033/history.html","200208140000/0.831.109.514.1.pdf","2002-08-14",1,2,19890033,"https://www.admin.ch/opc/fr/classified-compilation/19890033/200208140000/0.831.109.514.1.pdf",18,"1990-05-01",1
