"bill_id","CAP_majortopic","machine_learning_coded","proposal_id","bill_title","bill_title_de","bill_date","bill_legislature","bill_parl_decision_date","proposal_total_bills","bill_act_type_detail","bill_direct_democracy","bill_dd_type","bill_type_description","proposal_related_department","proposal_descriptors","rs_id","bill_ro","bill_ro_url","ff_input_id","ff_output_id","bill_ff_output","bill_ff_output_url","bill_proposal_url_manual","bill_ff_page_start","bill_ff_page_end","bill_navettes","bill_treatment_outcome","bill_coder_comments","bill_international","bill_eu","bill_eu_implementation","bill_eu_adaptation","bill_initiation_date","bill_initiation_actor_type","bill_priority_council","bill_treatment_category","bill_conciliation","bill_nc_vote_date","bill_nc_vote_yes","bill_nc_vote_no","bill_nc_vote_abs","bill_sc_vote_date","bill_sc_vote_yes","bill_sc_vote_no","bill_sc_vote_abs","bill_referendum_launched","bill_urgency_clause","bill_consultations_count","bill_preparl_steps_count","majortopic","intervention_id1","intervention_id2","intervention_id3","intervention_id4","intervention_id5","intervention_id6","intervention_id7","intervention_id8","intervention_id9","intervention_id10","consultation_id1","consultation_id2","consultation_id3","io_id1","io_id2","io_id3","io_id4"
"20130092-1",1,0,"20130092","Loi sur les finances de la Confédération (Loi sur les finances, LFC) (Nouveau modèle de gestion de l’administration fédérale, NMG)","Bundesgesetz über den eidgenössischen Finanzhaushalt (Finanzhaushaltgesetz, FHG) (Neues Führungsmodell für die Bundesverwaltung, NFB)","2013-11-20",49,"2014-09-26",1,12,"yes","optional","federal law","DFF","New Public Management; Leistungsauftrag; Globalbudget; Verwaltungsreform; Haushaltsverfahren; Haushaltsbefugnis; Ausführung des Haushaltsplans; Finanzplanung; Aufgaben des Parlaments; Aufgaben der Exekutive; Beziehung Legislative-Exekutive; öffentliche Finanzen; Gesetz; Motion","611.0","RO 2015 1583","http://www.admin.ch/opc/fr/official-compilation/2015/1583.pdf","2014-857","","FF 2014 7051","http://www.admin.ch/opc/fr/federal-gazette/2014/7051.pdf","",NA,NA,0.5,"parl_adopted","","none","none","none","no_eu_law","2009-06-30","government","CN/NC","III","no","2014-09-26",133,61,4,"2014-09-26",38,6,1,"no","none",0,2,"macroeconomics","","","","","","","","","","","","","","","","",""
"20130093-1",NA,0,"20130093","Arrêté fédéral relatif à l’initiative populaire «Sauvez l’or de la Suisse (Initiative sur l’or)»","Bundesbeschluss über die Volksinitiative «Rettet unser Schweizer Gold (Gold-Initiative)»","2013-11-20",49,"2014-06-20",1,31,"yes","initiative","federal decree regarding a popular initiative","DFF","Goldreserve; Schweizerische Nationalbank; Gold; Devisenreserve; Geldpolitik; Volksinitiative","","","","2013-8383","","FF 2014 4945","http://www.admin.ch/opc/fr/federal-gazette/2014/4945.pdf","",NA,NA,0,"parl_adopted","JC_OK","none","none","none","missing","2013-03-20","people","CE/SC","I","no","2014-06-20",156,22,20,"2014-06-20",43,2,0,"","none",0,0,"macroeconomics","","","","","","","","","","","","","","","","",""
"20130095-1",1,1,"20130095","Arrêté fédéral relatif à l’initiative populaire «Remplacer la taxe sur la valeur ajoutée par une taxe sur l’énergie»","Bundesbeschluss über die Volksinitiative «Energie- statt Mehrwertsteuer»","2013-11-20",49,"2014-09-26",1,31,"yes","initiative","federal decree regarding a popular initiative","DFF","Energieabgabe; Mehrwertsteuer; Lenkungsabgabe; Energiepreis; fossile Energie; Volksinitiative; Klimapolitik","","","","2013-8131","","FF 2014 6953","http://www.admin.ch/opc/fr/federal-gazette/2014/6953.pdf","",NA,NA,0,"parl_adopted","JC_OK","none","none","none","missing","2012-12-17","people","CE/SC","I","no","2014-09-26",40,3,2,"2014-09-26",171,27,0,"","none",0,0,"macroeconomics","","","","","","","","","","","","","","","","",""
"20130096-1",1,1,"20130096","Arrêté fédéral portant approbation d'une nouvelle convention contre les doubles impositions entre la Suisse et l’Australie","Bundesbeschluss über die Genehmigung eines neuen Doppelbesteuerungsabkommens zwischen der Schweiz und Australien","2013-11-20",49,"2014-06-20",1,34,"yes","optional","federal decree regarding an international agreement (submitted to the optional referendum)","DFF","Doppelbesteuerung; Steuerübereinkommen; Informationsaustausch; Rechtshilfe; Australien","","RO 2014 3507","http://www.admin.ch/opc/fr/official-compilation/2014/3507.pdf","2014-15","","FF 2014 5071","http://www.admin.ch/opc/fr/federal-gazette/2014/5071.pdf","",NA,NA,0,"parl_adopted","","agreement","none","none","missing","2009-03-13","government","CE/SC","IIIb","no","2014-06-20",192,1,5,"2014-06-20",45,0,0,"no","none",0,0,"international_affairs","","","","","","","","","","","","","","","","",""
"20130097-1",1,1,"20130097","Arrêté fédéral portant approbation d'une nouvelle convention contre les doubles impositions entre la Suisse et la Chine","Bundesbeschluss über die Genehmigung eines neuen Doppelbesteuerungsabkommens zwischen der Schweiz und China","2013-11-20",49,"2014-06-20",1,34,"yes","optional","federal decree regarding an international agreement (submitted to the optional referendum)","DFF","Doppelbesteuerung; Steuerübereinkommen; Informationsaustausch; Rechtshilfe; China","","RO 2014 3581","http://www.admin.ch/opc/fr/official-compilation/2014/3581.pdf","2014-59","","FF 2014 5073","http://www.admin.ch/opc/fr/federal-gazette/2014/5073.pdf","",NA,NA,0,"parl_adopted","","agreement","none","none","missing","2010-11-15","international","CE/SC","IIIb","no","2014-06-20",190,4,4,"2014-06-20",44,0,1,"no","none",0,0,"international_affairs","","","","","","","","","","","","","","","","",""
"20130098-1",1,1,"20130098","Arrêté fédéral portant approbation d’une nouvelle convention contre les doubles impositions entre la Suisse et la Hongrie","Bundesbeschluss über die Genehmigung eines neuen Doppelbesteuerungsabkommens zwischen der Schweiz und Ungarn","2013-11-20",49,"2014-06-20",1,34,"yes","optional","federal decree regarding an international agreement (submitted to the optional referendum)","DFF","Doppelbesteuerung; Steuerübereinkommen; Informationsaustausch; Rechtshilfe; Ungarn","","RO 2014 3727","http://www.admin.ch/opc/fr/official-compilation/2014/3727.pdf","2014-95","","FF 2014 5075","http://www.admin.ch/opc/fr/federal-gazette/2014/5075.pdf","",NA,NA,0,"parl_adopted","","agreement","none","none","missing","2009-03-13","international","CE/SC","IIIb","no","2014-06-20",187,1,10,"2014-06-20",44,0,1,"no","none",0,0,"macroeconomics","","","","","","","","","","","","","","","","",""
"20130099-1",NA,0,"20130099","Arrêté fédéral portant approbation des accords avec Jersey, Guernsey et l'Ile de Man sur l'échange de renseignements en matière fiscale","Bundesbeschluss über die Genehmigung der Abkommen mit Jersey, Guernsey und der Insel Man über den Informationsaustausch in Steuersachen","2013-11-20",49,"2014-06-20",1,34,"yes","optional","federal decree regarding an international agreement (submitted to the optional referendum)","DFF","Doppelbesteuerung; Steuerübereinkommen; Informationsaustausch; Rechtshilfe; Isle of Man; Britische Kanalinseln; Grossbritannien","","RO 2014 3391","http://www.admin.ch/opc/fr/official-compilation/2014/3391.pdf","2013-8653","","FF 2014 5069","http://www.admin.ch/opc/fr/federal-gazette/2014/5069.pdf","",NA,NA,0,"parl_adopted","","agreement","none","none","missing","2013-01-15","international","CE/SC","IIIb","no","2014-06-20",183,5,5,"2014-06-20",45,0,0,"no","none",0,1,"civil_rights","","","","","","","","","","","","","","","","",""
"20130101-1",12,0,"20130101","Code civil suisse (Entretien de l’enfant)","Schweizerisches Zivilgesetzbuch (Kindesunterhalt)","2013-11-29",49,"2015-03-20",1,12,"yes","optional","federal law","DFJP","Unterhaltspflicht; Kind; Familienunterhalt; Eltern; geschiedene Person; Alleinerziehende/r; Sozialhilfe; Existenzminimum","210","RO 2015 4299","http://www.admin.ch/opc/fr/official-compilation/2015/4299.pdf","2014-577","","FF 2015 2509","http://www.admin.ch/opc/fr/federal-gazette/2015/2509.pdf","",NA,NA,1.5,"parl_adopted","","none","none","none","compatible_reform","2011-04-08","parl_committee","CN/NC","IIIa","no","2015-03-20",130,55,9,"2015-03-20",40,4,0,"no","none",1,3,"international_affairs","20113316","","","","","","","","","","2012-26","","","","","",""
"20130102-1",10,1,"20130102","Arrêté fédéral allouant un plafond de dépenses pour promouvoir le trafic ferroviaire de marchandises à travers les Alpes","Bundesbeschluss über den Zahlungsrahmen für die Förderung des alpenquerenden Schienengüterverkehrs","2013-11-29",49,"2014-06-19",1,42,"no","none","simple federal decree regarding a funding decision","DETEC","Verlängerung des Gesetzes; Güterverkehr; Güterverkehr auf der Schiene; Verkehrsverlagerung; Alpentransitverkehr; Durchgangsverkehr; Schienennetz; NEAT; Schienenverkehr","","","","2014-163","","FF 2014 5259","http://www.admin.ch/opc/fr/federal-gazette/2014/5259.pdf","",NA,NA,0,"parl_adopted","","none","none","","missing","","","CN/NC","IIIb","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"macroeconomics","","","","","","","","","","","","","","","","",""
"20130103-1",2,0,"20130103","Loi fédérale sur les droits politiques (Election du Conseil national)","Bundesgesetz über die politischen Rechte (Nationalratswahlen)","2013-11-29",49,"2014-09-26",1,12,"yes","optional","federal law","ChF","Nationalratswahl; Wahlorganisation; Stimmenzählung; Stimm- und Wahlrechtsbeschwerde; Wahlbetrug; politische Rechte; Gesetz; Kandidat/in; Unterschriftensammlung; Vorprüfung von Volksinitiativen","161.1","RO 2015 543","http://www.admin.ch/opc/fr/official-compilation/2015/543.pdf","2013-8309","","FF 2014 7009","http://www.admin.ch/opc/fr/federal-gazette/2014/7009.pdf","",NA,NA,2,"parl_adopted","","none","none","none","no_eu_law","2007-06-30","government","CN/NC","IIIa","no","2014-09-26",172,0,26,"2014-09-26",38,4,3,"no","none",1,1,"international_affairs","","","","","","","","","","","2013-1","","","","","",""
"20130104-1",16,0,"20130104","Arrêté fédéral portant prolongation de la participation de la Suisse à la Kosovo Force multinationale (KFOR)","Bundesbeschluss über die Verlängerung der Schweizer Beteiligung an der multinationalen Kosovo Force (KFOR)","2013-11-29",49,"2014-06-20",1,43,"no","none","other simple federal decree","DDPS","multinationale Truppe; Kosovo; Armeeeinsatz; Verlängerung des Gesetzes","","","","2013-8641","","FF 2014 5261","http://www.admin.ch/opc/fr/federal-gazette/2014/5261.pdf","",NA,NA,0,"parl_adopted","","none","none","","missing","","","CN/NC","IIIb","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"international_affairs","","","","","","","","","","","","","","","","",""
"20130106-1",12,0,"20130106","Loi fédérale sur la mise en œuvre des recommandations du Groupe d’action financière, révisées en 2012","Bundesgesetz zur Umsetzung der 2012 revidierten Empfehlungen der Groupe d’action financière","2013-12-13",49,"2014-12-12",1,12,"yes","optional","federal law","DFF","Geldwäscherei; Wirtschaftsstrafrecht; Finanzinstitution; Finanzplatz Schweiz; Transparenz; Aktie; Informationsaustausch; betrügerisches Handelsgeschäft; Bargeld; Immobilieneigentum; Kauf; Meldepflicht; Terrorismus; Massenvernichtungsmittel","210","RO 2015 1389","http://www.admin.ch/opc/fr/official-compilation/2015/1389.pdf","2014-685","","FF 2014 9465","http://www.admin.ch/opc/fr/federal-gazette/2014/9465.pdf","",NA,NA,2,"parl_adopted","","agreement_implementation","none","none","compatible_reform","2012-02-15","international","CE/SC","IIIa","yes","2014-12-12",128,62,5,"2014-12-12",37,4,4,"no","none",1,1,"domestic_commerce","","","","","","","","","","","2013-53","","","F3051","","",""
"20130107-1",20,1,"20130107","Arrêté fédéral relatif à l’initiative populaire «Imposer les successions de plusieurs millions pour financer notre AVS (Réforme de la fiscalité successorale)»","Bundesbeschluss über die Volksinitiative «Millionen-Erbschaften besteuern für unsere AHV (Erbschaftssteuerreform)»","2013-12-13",49,"2014-12-12",1,31,"yes","initiative","federal decree regarding a popular initiative","DFF","Erbschaftssteuer; Vermögen; Beziehung Bund-Kanton; Staatssteuer; AHV; Finanzierung; Fonds; Kanton; Betriebsweiterführung; Steuerabzug; Weiterführung landwirtschaftlicher Betriebe; Volksinitiative","","","","2014-147","","FF 2014 9453","http://www.admin.ch/opc/fr/federal-gazette/2014/9453.pdf","",NA,NA,0,"parl_adopted","JC_OK","none","none","none","missing","2013-02-15","people","CE/SC","I","no","2014-12-12",135,60,1,"2014-12-12",34,9,2,"","none",0,0,"macroeconomics","","","","","","","","","","","","","","","","",""
"20130108-1",19,1,"20130108","Arrêté fédéral sur l’approbation et la mise en oeuvre de l’accord de coopération entre la Suisse et l’Union européenne et ses Etats membres relatif aux programmes européens de navigation par satellite","Bundesbeschluss über die Genehmigung und die Umsetzung des Kooperationsabkommens zwischen der Schweiz und der Europäischen Union und ihren Mitgliedstaaten über die europäischen Satellitennavigationsprogramme","2013-12-13",49,"2014-09-26",1,34,"yes","optional","federal decree regarding an international agreement (submitted to the optional referendum)","DETEC","Kommunikation über Satellit; Weltraumforschung; Weltraumtechnologie; gemeinsame Forschungspolitik; neue Technologie; Vertrag mit der EU; technische Zusammenarbeit; angewandte Forschung; Kooperationsabkommen; dual use-Güter; Gesetz; Ausfuhrbeschränkung","","RO 2016 2191","","2014-363","","FF 2014 7127","http://www.admin.ch/opc/fr/federal-gazette/2014/7127.pdf","",NA,NA,0,"parl_adopted","ff_output n'est pas disponible mais sur internet j'ai trouvé ça:
https://www.admin.ch/opc/fr/official-compilation/2016/2191.pdf

JC_AC (FMAJ)

JJ_note: RO 2016 2191

JJ_OK","none","agreement","none","full_adaptation","2010-09-21","government","CE/SC","IV","no","2014-09-26",167,26,4,"2014-09-26",41,2,1,"no","none",1,1,"international_affairs","","","","","","","","","","","2013-78","","","","","",""
"20130109-1",12,0,"20130109","Loi fédérale concernant l’amélioration de l’échange d’informations entre les autorités au sujet des armes","Bundesgesetz über Verbesserungen beim Informationsaustausch zwischen Behörden im Umgang mit Waffen","2013-12-13",49,"2015-09-25",1,12,"yes","optional","federal law","DFJP","Waffenbesitz; Feuerwaffe; Armee; Informationsaustausch; Datenübertragung; Strafregister; Informationssystem; Strafprozessordnung; Strafgesetzbuch; Meldepflicht; Armeeangehöriger; Militärorganisation; Gesetz; Personendaten; Verzeichnis","","","","2014-333","","FF 2015 6555","http://www.admin.ch/opc/fr/federal-gazette/2015/6555.pdf","",NA,NA,0,"parl_adopted","Pour ce projet, la motion à l'origine du processus est la motion 12.3006. Cependant, quatre autres motions sont présentées après coup en réponse à la première motion. Suivant les instruction de codage je ne les ai pas indiqué.","none","none","none","compatible_reform","2012-01-24","parl_committee","CN/NC","IIIa","no","2015-09-25",189,4,3,"2015-09-25",42,0,1,"no","none",0,1,"defense","20123006","","","","","","","","","","","","","","","",""
"20130401-1",20,1,"20130401","Ordonnance de l'Assemblée fédérale portant application de la loi sur le Parlement et relative à l'administration du Parlement (Ordonnance sur l'administration du Parlement, OLPA)","","2013-05-17",49,"2013-09-24",1,21,"no","none","ordinance","Parl","Aussenbeziehungen und Information; Parlamentsdienste; diplomatischer Dienst; internationale Beziehungen","","","","","","","","",NA,NA,0,"withdrawal","","","","","","","","CE/SC","","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"","","","","","","","","","","","","","","","","",""
"20130402-1",20,0,"20130402","Ordonnance de l'Assemblée fédérale relative à la loi sur les moyens alloués aux parlementaires (OMAP)","Verordnung der Bundesversammlung zum Parlamentsressourcengesetz (VPRG)","2013-02-15",49,"2014-03-21",1,21,"no","none","ordinance","Parl","Entschädigung der Parlamentsmitglieder; Spesen","171.211","RO 2015 1135","http://www.admin.ch/opc/fr/official-compilation/2015/1135.pdf","2013-7165","","FF 2014 2909","http://www.admin.ch/opc/fr/federal-gazette/2014/2909.pdf","",NA,NA,0,"parl_adopted","","none","none","","missing","","","CE/SC","","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"government_admin","","","","","","","","","","","","","","","","",""
"20130403-1",20,1,"20130403","Ordonnance de l'Assemblée fédérale portant application de la loi sur le Parlement et relative à l'administration du Parlement (Ordonnance sur l'administration du Parlement, OLPA)","","2013-11-08",49,"2014-02-14",1,21,"no","none","ordinance","ChF","parlamentarische Kommission; Speicherung von Dokumenten; Datenspeicherung; Kommissionsprotokoll; parlamentarische Geschäfte; parlamentarisches Verfahren; Gesetz; Vertraulichkeit; Amtsgeheimnis","","","","","","","","",NA,NA,0,"withdrawal","","","","","","","","CN/NC","","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"","","","","","","","","","","","","","","","","",""
"20130446-1",20,0,"20130446","Règlement du Conseil national (RCN) (Faire du décès d’un parent proche un motif d’empêchement)","Geschäftsreglement des Nationalrates (GRN) (Todesfall im engen Familienkreis als Entschuldigungsgrund)","2013-09-19",49,"2014-09-26",1,21,"no","none","ordinance","Parl","Parlamentarier/in; namentliche Abstimmung; Familie (speziell); Tod; parlamentarisches Verfahren; Nationalrat","171.13","RO 2014 3621","http://www.admin.ch/opc/fr/official-compilation/2014/3621.pdf","2014-6951","","","","",NA,NA,0,"parl_adopted","JC3 : Règlement CN. Seul le CN vote","","","","","","","CN/NC","IV","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"government_admin","","","","","","","","","","","","","","","","",""
"20130451-1",12,0,"20130451","Loi fédérale sur les aides financières à l’accueil extra-familial pour enfants","Bundesgesetz über Finanzhilfen für familienergänzende Kinderbetreuung","2014-08-12",49,"2014-09-26",2,12,"yes","optional","federal law","DFI","Kinderbetreuung; Finanzhilfe; Verlängerung des Gesetzes","861","RO 2015 513","http://www.admin.ch/opc/fr/official-compilation/2015/513.pdf","2014-6389","","FF 2014 6991","http://www.admin.ch/opc/fr/federal-gazette/2014/6991.pdf","",NA,NA,0,"parl_adopted","","none","none","none","compatible_reform","2013-09-25","mp","CN/NC","IIIb","no","2014-09-26",119,73,6,"2014-09-26",33,9,3,"no","none",0,0,"macroeconomics","20130451","","","","","","","","","","","","","","","",""
"20130451-2",NA,0,"20130451","Arrêté fédéral concernant les aides financières à l’accueil extrafamilial pour enfants","Bundesbeschluss über Finanzhilfen für familienergänzende Kinderbetreuung","2013-09-25",49,"2014-09-16",2,42,"no","none","simple federal decree regarding a funding decision","DFI","Kinderbetreuung; Finanzhilfe; Verlängerung des Gesetzes","","","","2014-6391","","FF 2015 1281","http://www.admin.ch/opc/fr/federal-gazette/2015/1281.pdf","",NA,NA,0,"parl_adopted","","none","none","none","compatible_reform","","","CN/NC","IIIb","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"macroeconomics","","","","","","","","","","","","","","","","",""
"20130467-1",8,0,"20130467","Loi sur l'approvisionnement en électricité (LApEl)","Bundesgesetz über die Stromversorgung (Stromversorgungsgesetz, StromVG)","2014-03-31",49,"2014-12-12",1,12,"yes","optional","federal law","DETEC","Stromversorgung; Gesetz; Netzgesellschaft; Kostenrechnung; Hochspannungsleitung","734.7","RO 2015 1309","http://www.admin.ch/opc/fr/official-compilation/2015/1309.pdf","2014-3841","","FF 2014 9463","http://www.admin.ch/opc/fr/federal-gazette/2014/9463.pdf","",NA,NA,0.5,"parl_adopted","","none","none","none","compatible_reform","2013-10-14","parl_committee","CN/NC","IIIb","no","2014-12-12",195,0,0,"2014-12-12",45,0,0,"no","none",1,1,"energy","20130467","","","","","","","","","","2013-126","","","","","",""
"20130483-1",20,0,"20130483","Règlement du Conseil national Projet (RCN) (Traitement prioritaire d’interventions combattues) ","Geschäftsreglement des Nationalrates (GRN) (Prioritäre Behandlung von bekämpften Vorstössen)","2014-11-07",49,"2014-12-12",1,21,"no","none","ordinance","Parl","parlamentarischer Vorstoss; Beratungsweise; Parlamentsdebatte; parlamentarisches Verfahren; Gesetz","","","","2014-9219","","","","",NA,NA,0,"parl_adopted","MW: le nom en français manquait je l'ai ajouté selon le nom du PDF associé au ff_input

JC3 : Règlement CN. Seul le CN vote","","","","","","","CN/NC","IV","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"international_affairs","","","","","","","","","","","","","","","","",""
"20140001-1",20,0,"20140001","Arrêté fédéral approuvant la gestion du Conseil fédéral en 2013","Bundesbeschluss über die Geschäftsführung des Bundesrates im Jahre 2013","2014-03-04",49,"2014-06-11",1,43,"no","none","other simple federal decree","ChF","Regierung; Jahresbericht","","","","","","FF 2014 5237","http://www.admin.ch/opc/fr/federal-gazette/2014/5237.pdf","",NA,NA,0,"parl_adopted","Le projet législatif n'est pas soumis à la démocratie directe.

JC : bill_act_type_detail = 43 ?

JC_Q

JJ_OK","","","","","","","CE/SC","IIIa","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"macroeconomics","","","","","","","","","","","","","","","","",""
"20140002-1",20,0,"20140002","Arrêté fédéral approuvant la gestion du Tribunal fédéral en 2013","Bundesbeschluss über die Geschäftsführung des Bundesgerichts im Jahre 2013","2014-03-04",49,"2014-06-11",1,43,"no","none","other simple federal decree","ChF","","","","","","","FF 2014 5239","http://www.admin.ch/opc/fr/federal-gazette/2014/5239.pdf","",NA,NA,0,"parl_adopted","","","","","","","","CE/SC","IV","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"","","","","","","","","","","","","","","","","",""
"20140003-1",1,0,"20140003","Arrêté fédéral I concernant le compte d'Etat de la Confédération pour l'année 2013","Bundesbeschluss I über die Eidgenössische Staatsrechnung für das Jahr 2013","2014-03-26",49,"2014-06-11",5,43,"no","none","other simple federal decree","DFF","Rechnung","","","","","","FF 2014 5245","http://www.admin.ch/opc/fr/federal-gazette/2014/5245.pdf","https://www.efv.admin.ch/dam/efv/fr/dokumente/finanzberichterstattung/rechnung/2013/Band%201%20Bericht%20zur%20Bundesrechnung%20R2013.pdf.download.pdf/RG13_Band_1_f.pdf",151,151,0,"parl_adopted","JC_AC (FMAJ)

JJ_OK","","","","","","","CN/NC","II","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"education_culture_sports","","","","","","","","","","","","","","","","",""
"20140003-2",10,1,"20140003","Arrêté fédéral II concernant les comptes du fonds pour les grands projets ferroviaires pour l'année 2013","Bundesbeschluss II über die Rechnung des Fonds für die Eisenbahngrossprojekte für das Jahr 2013","2014-03-26",49,"2014-06-11",5,43,"no","none","other simple federal decree","DFF","Rechnung","","","","","","FF 2014 5249","http://www.admin.ch/opc/fr/federal-gazette/2014/5249.pdf","https://www.efv.admin.ch/dam/efv/fr/dokumente/Finanzberichte/finanzberichte/bundesbeschluesse/Bundesbeschluss%202013.pdf.download.pdf/Bundesbeschluss13_f.pdf",9,9,0,"parl_adopted","JC_AC (FMAJ)

JJ_OK","","","","","","","CN/NC","II","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"education_culture_sports","","","","","","","","","","","","","","","","",""
"20140003-3",10,1,"20140003","Arrêté fédéral III concernant les comptes du fonds d'infrastructure pour l'année 2013","Bundesbeschluss III über die Rechnung des Infrastrukturfonds für das Jahr 2013","2014-03-26",49,"2014-06-11",5,43,"no","none","other simple federal decree","DFF","Rechnung","","","","","","FF 2014 5251","http://www.admin.ch/opc/fr/federal-gazette/2014/5251.pdf","https://www.efv.admin.ch/dam/efv/fr/dokumente/Finanzberichte/finanzberichte/bundesbeschluesse/Bundesbeschluss%202013.pdf.download.pdf/Bundesbeschluss13_f.pdf",10,10,0,"parl_adopted","JC_AC (FMAJ)

JJ_OK","","","","","","","CN/NC","II","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"education_culture_sports","","","","","","","","","","","","","","","","",""
"20140003-4",6,1,"20140003","Arrêté fédéral IV concernant les comptes du domaine des écoles polytechniques fédérales (domaine des EPF) pour l'année 2013","Bundesbeschluss IV über die Rechnung 2013 des Bereichs der Eidgenössischen Technischen Hochschulen (ETH-Bereich)","2014-03-26",49,"2014-06-11",5,43,"no","none","other simple federal decree","DFF","Rechnung","","","","","","FF 2014 5253","http://www.admin.ch/opc/fr/federal-gazette/2014/5253.pdf","https://www.efv.admin.ch/dam/efv/fr/dokumente/Finanzberichte/finanzberichte/bundesbeschluesse/Bundesbeschluss%202013.pdf.download.pdf/Bundesbeschluss13_f.pdf",11,11,0,"parl_adopted","JC_AC (FMAJ)

JJ_OK","","","","","","","CN/NC","II","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"education_culture_sports","","","","","","","","","","","","","","","","",""
"20140003-5",1,1,"20140003","Arrêté fédéral V concernant les comptes de la Régie fédérale des alcools pour l'année 2013","Bundesbeschluss V über die Rechnung 2013 der Eidgenössischen Alkoholverwaltung","2014-03-26",49,"2014-06-11",5,43,"no","none","other simple federal decree","DFF","Rechnung","","","","","","FF 2014 5255","http://www.admin.ch/opc/fr/federal-gazette/2014/5255.pdf","https://www.efv.admin.ch/dam/efv/fr/dokumente/Finanzberichte/finanzberichte/bundesbeschluesse/Bundesbeschluss%202013.pdf.download.pdf/Bundesbeschluss13_f.pdf",12,12,0,"parl_adopted","JC_AC (FMAJ)

JJ_OK","","","","","","","CN/NC","II","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"education_culture_sports","","","","","","","","","","","","","","","","",""
"20140007-1",1,0,"20140007","Arrêté fédéral concernant le supplément I au budget 2014","Bundesbeschluss über den Nachtrag I zum Voranschlag 2014","2014-03-26",49,"2014-06-11",2,42,"no","none","simple federal decree regarding a funding decision","DFF","Nachtragskredit; militärische Anlage; Instandhaltung; Bundesbauten; öffentliche Investition; Fachhochschule","","","","","","FF 2014 5241","http://www.admin.ch/opc/fr/federal-gazette/2014/5241.pdf","https://www.efv.admin.ch/dam/efv/fr/dokumente/Finanzberichte/finanzberichte/nachtrag/Nachtrag%20I%202014.pdf.download.pdf/NK1_2014_f.pdf",22,22,0,"parl_adopted","","","","","","","","CN/NC","II","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"macroeconomics","","","","","","","","","","","","","","","","",""
"20140007-2",10,1,"20140007","Arrêté fédéral II concernant les prélèvements sur le fonds d'infrastructure en 2014","Bundesbeschluss II über die Entnahmen aus dem Infrastrukturfonds für das Jahr 2014","2014-03-26",49,"2014-06-11",2,42,"no","none","simple federal decree regarding a funding decision","DFF","Nachtragskredit; militärische Anlage; Instandhaltung; Bundesbauten; öffentliche Investition; Fachhochschule","","","","","","FF 2014 5243","http://www.admin.ch/opc/fr/federal-gazette/2014/5243.pdf","https://www.efv.admin.ch/dam/efv/fr/dokumente/Finanzberichte/finanzberichte/nachtrag/Nachtrag%20I%202014.pdf.download.pdf/NK1_2014_f.pdf",23,23,0,"parl_adopted","","","","","","","","CN/NC","II","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"macroeconomics","","","","","","","","","","","","","","","","",""
"20140008-1",9,1,"20140008","Arrêté fédéral portant approbation de l'accord de libre-échange entre les Etats de l'AELE et la Bosnie et Herzégovine et de l'accord agricole entre la Suisse et la Bosnie et Herzégovine","Bundesbeschluss über die Genehmigung des Freihandelsabkommens zwischen den EFTA-Staaten und Bosnien und Herzegowina sowie des Landwirtschaftsabkommens zwischen der Schweiz und Bosnien und Herzegowina","2014-01-15",49,"2014-03-17",3,41,"no","none","simple federal decree approving an international agreement (not submitted to referendum regarding international treaties)","DEFR","Aussenwirtschaft; Wirtschaftsabkommen; multilaterale Beziehungen; bilaterale Beziehungen; Wirtschaftsbeziehungen; Bericht; WTO; OECD; EFTA; IWF; Förderung des Handels; Zolltarif; Zolltarifpolitik; Wirtschaftssanktion; Ausfuhrbeschränkung; Entwicklungszusammenarbeit; Jahresbericht; UNCTAD; IAO; Investitionsschutz; internationales Übereinkommen; Europäische Bank für Wiederaufbau und Entwicklung; Schweizerische Zentrale für Handelsförderung; Exportrisikoversicherung; Ursprungserzeugnis; landwirtschaftliche Produkte; Wirtschaftsdiplomatie; Freihandelsabkommen; Bosnien-Herzegowina; Ursprungsbezeichnung; Jamaika","","RO 2015 83","http://www.admin.ch/opc/fr/official-compilation/2015/83.pdf","2014-1293","","FF 2014 2909","http://www.admin.ch/opc/fr/federal-gazette/2014/2909.pdf","",NA,NA,0,"parl_adopted","","none","none","","missing","","","CN/NC","IIIa","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,1,"international_affairs","","","","","","","","","","","","","","","","",""
