"id","last_name","first_name","gender","citizenship","canton_abbreviation","council_id","council_abbreviation","council_type","faction_id","faction_abbreviation","party_abbreviation","download_date","birth_date","death_date","membership_entry_date","membership_leaving_date","mp_name"
3176,"Schmid","Theodor","m","Schüpfheim (LU)","LU",1,"CN","N",3,"K","PDC","2016-12-08 18:12:56","1858-06-30","1918-08-17","1892-01-18","1907-05-01","Theodor Schmid"
3177,"Schmid","Werner","m","Illnau-Effretikon (ZH)","ZH",1,"CN","N",5,"U","AdI","2016-12-08 18:12:56","1898-11-06","1981-04-29","1947-12-01","1951-12-02","Werner Schmid"
3177,"Schmid","Werner","m","Illnau-Effretikon (ZH)","ZH",1,"CN","N",5,"U","AdI","2016-12-08 18:12:56","1898-11-06","1981-04-29","1962-12-03","1971-11-28","Werner Schmid"
3178,"Schmid-Ammann","Paul","m","Zürich (ZH)","SH",1,"CN","N",99,"-","BP*","2016-12-08 18:12:56","1900-02-02","1984-09-06","1935-03-26","1935-12-01","Paul Schmid-Ammann"
3904,"Schmid-Federer","Barbara","f","Ingenbohl (SZ), Rorschach (SG)","ZH",1,"CN","N",3,"CEg","PDC","2016-12-08 18:12:56","1965-11-10","","2007-12-03","2011-12-04","Barbara Schmid-Federer"
3904,"Schmid-Federer","Barbara","f","Ingenbohl (SZ), Rorschach (SG)","ZH",1,"CN","N",3,"CE","PDC","2016-12-08 18:12:56","1965-11-10","","2011-12-05","2015-11-29","Barbara Schmid-Federer"
3904,"Schmid-Federer","Barbara","f","Ingenbohl (SZ), Rorschach (SG)","ZH",1,"CN","N",3,"C","PDC","2016-12-08 18:12:56","1965-11-10","","2015-11-30","","Barbara Schmid-Federer"
197,"Schmidhalter","Paul","m","Brig-Glis (VS)","VS",1,"CN","N",3,"C","PDC","2016-12-08 18:12:56","1931-01-12","2005-08-23","1983-11-28","1992-11-29","Paul Schmidhalter"
197,"Schmidhalter","Paul","m","Brig-Glis (VS)","VS",1,"CN*","N",3,"C","PDC","2016-12-08 18:12:56","1931-01-12","2005-08-23","1992-11-30","1993-11-29","Paul Schmidhalter"
197,"Schmidhalter","Paul","m","Brig-Glis (VS)","VS",1,"CN","N",3,"C","PDC","2016-12-08 18:12:56","1931-01-12","2005-08-23","1993-11-30","1995-12-03","Paul Schmidhalter"
3179,"Schmidheiny","Ernst","m","Balgach (SG)","SG",1,"CN","N",1,"R","PLR","2016-12-08 18:12:56","1871-04-01","1935-03-15","1911-12-04","1912-12-03","Ernst Schmidheiny"
3179,"Schmidheiny","Ernst","m","Balgach (SG)","SG",1,"CN","N",1,"R","PLR","2016-12-08 18:12:56","1871-04-01","1935-03-15","1912-12-04","1919-11-01","Ernst Schmidheiny"
3180,"Schmidheiny","Jakob","m","Balgach (SG)","SG",1,"CN","N",1,"R","PLR","2016-12-08 18:12:56","1875-06-21","1955-01-08","1934-03-26","1935-12-01","Jakob Schmidheiny"
3181,"Schmidheiny","Max","m","Balgach (SG)","SG",1,"CN","N",1,"R","PLR","2016-12-08 18:12:56","1908-04-03","1991-08-19","1959-12-07","1963-12-01","Max Schmidheiny"
3182,"Schmid-Käser","Rudolf","m","Zürich (ZH)","ZH",1,"CN","N",5,"U","AdI","2016-12-08 18:12:56","1888-03-05","1962-05-29","1955-12-05","1959-12-06","Rudolf Schmid-Käser"
3183,"Schmidlin","Fritz","m","Luzern (LU)","BE",1,"CN","N",2,"S","PSS","2016-12-08 18:12:56","1898-06-29","1983-01-21","1928-12-03","1931-12-06","Fritz Schmidlin"
3183,"Schmidlin","Fritz","m","Luzern (LU)","BE",1,"CN","N",2,"S","PSS","2016-12-08 18:12:56","1898-06-29","1983-01-21","1933-12-14","1955-12-04","Fritz Schmidlin"
3184,"Schmid-Ruedin","Philipp","m","Zürich (ZH), Vals (GR)","ZH",1,"CN","N",1,"R","PLR","2016-12-08 18:12:56","1889-05-08","1971-02-22","1925-12-07","1940-12-31","Philipp Schmid-Ruedin"
195,"Schmid-Sutter","Carlo","m","Oberegg (AI)","AI",2,"CE","S",3,"C","PDC","2016-12-08 18:12:56","1950-03-11","","1980-06-02","1999-12-05","Carlo Schmid-Sutter"
195,"Schmid-Sutter","Carlo","m","Oberegg (AI)","AI",2,"CE*","S",3,"C","PDC","2016-12-08 18:12:56","1950-03-11","","1999-12-06","2000-11-27","Carlo Schmid-Sutter"
195,"Schmid-Sutter","Carlo","m","Oberegg (AI)","AI",2,"CE","S",3,"C","PDC","2016-12-08 18:12:56","1950-03-11","","2000-11-28","2003-11-30","Carlo Schmid-Sutter"
195,"Schmid-Sutter","Carlo","m","Oberegg (AI)","AI",2,"CE","S",3,"C","PDC","2016-12-08 18:12:56","1950-03-11","","2003-12-01","2007-05-29","Carlo Schmid-Sutter"
3905,"Schmidt","Roberto","m","Guttet-Feschel (VS), Leuk (VS)","VS",1,"CN","N",3,"CEg","PDC","2016-12-08 18:12:56","1962-07-16","","2007-12-03","2011-12-04","Roberto Schmidt"
3905,"Schmidt","Roberto","m","Guttet-Feschel (VS), Leuk (VS)","VS",1,"CN","N",3,"C","PDC","2016-12-08 18:12:56","1962-07-16","","2015-11-30","","Roberto Schmidt"
3185,"Schmidt","Walter","m","Bern (BE)","AG",1,"CN","N",2,"S","PSS","2016-12-08 18:12:56","1912-03-20","1996-07-20","1963-12-02","1971-11-28","Walter Schmidt"
198,"Schmied","Walter","m","Brienz (BE)","BE",1,"CN","N",4,"V","UDC","2016-12-08 18:12:56","1953-01-09","","1991-11-25","1995-12-03","Walter Schmied"
198,"Schmied","Walter","m","Brienz (BE)","BE",1,"CN","N",4,"V","UDC","2016-12-08 18:12:56","1953-01-09","","1995-12-04","2003-11-30","Walter Schmied"
198,"Schmied","Walter","m","Brienz (BE)","BE",1,"CN","N",4,"V","UDC","2016-12-08 18:12:56","1953-01-09","","2003-12-01","2007-12-02","Walter Schmied"
3186,"Schmitt","Henri","m","Genf (GE)","GE",1,"CN","N",1,"R","PLR","2016-12-08 18:12:56","1926-05-23","1982-03-05","1963-12-02","1975-11-30","Henri Schmitt"
3187,"Schmuki","Johann","m","St. Gallenkappel (SG)","SG",2,"CE","S",3,"K","PDC","2016-12-08 18:12:56","1890-05-13","1970-08-04","1936-12-08","1952-11-30","Johann Schmuki"
3187,"Schmuki","Johann","m","St. Gallenkappel (SG)","SG",2,"CE*","S",3,"K","PDC","2016-12-08 18:12:56","1890-05-13","1970-08-04","1952-12-01","1953-12-07","Johann Schmuki"
3187,"Schmuki","Johann","m","St. Gallenkappel (SG)","SG",2,"CE","S",3,"K","PDC","2016-12-08 18:12:56","1890-05-13","1970-08-04","1953-12-08","1957-06-01","Johann Schmuki"
3188,"Schmutz","Rudolf","m","Niedermuhlern (BE)","BE",1,"CN","N",4,"BGB","UDC","2016-12-08 18:12:56","1876-11-19","1963-12-08","1928-12-03","1947-11-30","Rudolf Schmutz"
4060,"Schneeberger","Daniela","f","Thürnen (BL)","BL",1,"CN","N",1,"RL","PLR","2016-12-08 18:12:56","1967-09-19","","2011-12-05","2015-11-29","Daniela Schneeberger"
4060,"Schneeberger","Daniela","f","Thürnen (BL)","BL",1,"CN","N",1,"RL","PLR","2016-12-08 18:12:56","1967-09-19","","2015-11-30","","Daniela Schneeberger"
3189,"Schneeberger","Friedrich Oskar","m","Täuffelen (BE)","BE",1,"CN","N",2,"S","PSS","2016-12-08 18:12:56","1868-08-05","1945-04-02","1917-12-03","1931-12-06","Friedrich Oskar Schneeberger"
3190,"Schneider","Arnold","m","Basel (BS), Oberdorf (BL)","BS",1,"CN","N",1,"R","PLR","2016-12-08 18:12:56","1920-02-12","1992-10-17","1967-12-04","1971-11-28","Arnold Schneider"
3191,"Schneider","Erwin","m","Basel (BS), Brügg (BE)","BE",1,"CN","N",2,"S","PSS","2016-12-08 18:12:56","1910-10-30","1998-11-04","1958-09-22","1962-06-01","Erwin Schneider"
3191,"Schneider","Erwin","m","Basel (BS), Brügg (BE)","BE",1,"CN","N",2,"S","PSS","2016-12-08 18:12:56","1910-10-30","1998-11-04","1970-06-01","1971-11-28","Erwin Schneider"
3192,"Schneider","Fridolin","m","Herznach (AG)","AG",1,"CN","N",126,"MC","Lib*","2016-12-08 18:12:56","1823-09-26","1899-01-03","1866-12-03","1869-12-05","Fridolin Schneider"
3193,"Schneider","Friedrich","m","Basel (BS), Brügg (BE)","BS",1,"CN","N",2,"S","PSS","2016-12-08 18:12:56","1886-09-23","1966-01-29","1919-12-01","1921-06-05","Friedrich Schneider"
3193,"Schneider","Friedrich","m","Basel (BS), Brügg (BE)","BS",1,"CN","N",121,"Ko","PSS","2016-12-08 18:12:56","1886-09-23","1966-01-29","1921-06-06","1921-06-12","Friedrich Schneider"
3193,"Schneider","Friedrich","m","Basel (BS), Brügg (BE)","BS",1,"CN","N",121,"Ko","PSS","2016-12-08 18:12:56","1886-09-23","1966-01-29","1921-06-13","1922-11-04","Friedrich Schneider"
3193,"Schneider","Friedrich","m","Basel (BS), Brügg (BE)","BS",1,"CN","N",2,"S","PC","2016-12-08 18:12:56","1886-09-23","1966-01-29","1922-11-05","1939-12-03","Friedrich Schneider"
3193,"Schneider","Friedrich","m","Basel (BS), Brügg (BE)","BS",1,"CN","N",2,"S","PSS","2016-12-08 18:12:56","1886-09-23","1966-01-29","1941-03-25","1951-12-02","Friedrich Schneider"
3194,"Schneider","Gottlieb","m","Frutigen (BE)","BE",1,"CN","N",125,"LG","PLR","2016-12-08 18:12:56","1828-08-25","1884-03-05","1857-12-07","1860-12-02","Gottlieb Schneider"
3195,"Schneider","Gustav Joh.","m","Reigoldswil (BL)","BL",2,"CE","S",1,"R","PLR","2016-12-08 18:12:56","1868-06-04","1932-06-11","1914-12-07","1932-06-11","Gustav Joh. Schneider"
3196,"Schneider","Johann Rudolf","m","Nidau (BE)","BE",1,"CN","N",125,"LG","PLR","2016-12-08 18:12:56","1804-10-23","1880-01-14","1848-11-06","1866-12-02","Johann Rudolf Schneider"
3197,"Schneider","Johannes","m","Eriswil (BE)","BE",1,"CN","N",126,"MC","PLR","2016-12-08 18:12:56","1792-04-13","1858-01-02","1848-11-06","1850-04-01","Johannes Schneider"
4123,"Schneider Schüttel","Ursula","f","Frutigen (BE), Bern (BE)","FR",1,"CN","N",2,"S","PSS","2016-12-08 18:12:56","1961-11-26","","2012-05-29","2015-11-29","Ursula Schneider Schüttel"
508,"Schneider-Ammann","Johann N.","m","Hasle b. Burgdorf (BE)","BE",1,"CN","N",1,"R","PLR","2016-12-08 18:12:56","1952-02-18","","1999-12-06","2003-11-30","Johann N. Schneider-Ammann"
508,"Schneider-Ammann","Johann N.","m","Hasle b. Burgdorf (BE)","BE",1,"CN","N",1,"R","PLR","2016-12-08 18:12:56","1952-02-18","","2003-12-01","2003-12-03","Johann N. Schneider-Ammann"
508,"Schneider-Ammann","Johann N.","m","Hasle b. Burgdorf (BE)","BE",1,"CN","N",1,"RL","PLR","2016-12-08 18:12:56","1952-02-18","","2003-12-04","2007-12-02","Johann N. Schneider-Ammann"
508,"Schneider-Ammann","Johann N.","m","Hasle b. Burgdorf (BE)","BE",1,"CN","N",1,"RL","PLR","2016-12-08 18:12:56","1952-02-18","","2007-12-03","2008-11-21","Johann N. Schneider-Ammann"
508,"Schneider-Ammann","Johann N.","m","Hasle b. Burgdorf (BE)","BE",1,"CN","N",1,"RL","PLR","2016-12-08 18:12:56","1952-02-18","","2008-11-22","2010-10-31","Johann N. Schneider-Ammann"
508,"Schneider-Ammann","Johann N.","m","Hasle b. Burgdorf (BE)","BE",3,"BR","B",0,"-","FDP-Liberale","2016-12-08 18:12:56","1952-02-18","","2010-11-01","2014-12-31","Johann N. Schneider-Ammann"
508,"Schneider-Ammann","Johann N.","m","Hasle b. Burgdorf (BE)","BE",3,"BR","B",0,"-","FDP-Liberale","2016-12-08 18:12:56","1952-02-18","","2015-01-01","2015-12-31","Johann N. Schneider-Ammann"
508,"Schneider-Ammann","Johann N.","m","Hasle b. Burgdorf (BE)","BE",3,"BR","B",0,"-","FDP-Liberale","2016-12-08 18:12:56","1952-02-18","","2016-01-01","","Johann N. Schneider-Ammann"
4040,"Schneider-Schneiter","Elisabeth","f","Basel (BS), Lenzburg (AG), Schwendibach (BE)","BL",1,"CN","N",3,"CEg","PDC","2016-12-08 18:12:56","1964-02-19","","2010-11-29","2011-12-04","Elisabeth Schneider-Schneiter"
4040,"Schneider-Schneiter","Elisabeth","f","Basel (BS), Lenzburg (AG), Schwendibach (BE)","BL",1,"CN","N",3,"CE","PDC","2016-12-08 18:12:56","1964-02-19","","2011-12-05","2015-11-29","Elisabeth Schneider-Schneiter"
4040,"Schneider-Schneiter","Elisabeth","f","Basel (BS), Lenzburg (AG), Schwendibach (BE)","BL",1,"CN","N",3,"C","PDC","2016-12-08 18:12:56","1964-02-19","","2015-11-30","","Elisabeth Schneider-Schneiter"
3198,"Schneller","Ludwig","m","Zürich (ZH)","ZH",1,"CN","N",3,"K","PDC","2016-12-08 18:12:56","1879-02-17","1936-10-15","1931-06-01","1936-10-15","Ludwig Schneller"
199,"Schnider","Theodor","m","Flühli (LU)","LU",1,"CN","N",3,"C","PDC","2016-12-08 18:12:56","1930-05-17","2008-07-10","1979-11-26","1995-12-03","Theodor Schnider"
3199,"Schnyder","Anton","m","Sursee (LU)","LU",1,"CN","N",125,"LG","Lib*","2016-12-08 18:12:56","1804-05-04","1884-02-01","1848-11-06","1860-12-02","Anton Schnyder"
606,"Schnyder","Heinrich","m","Diessbach b. Büren (BE)","ZH",1,"CN","N",99,"-","AdI","2016-12-08 18:12:56","1897-08-08","1974-10-14","1943-12-06","1947-11-30","Heinrich Schnyder"
1240,"Schnyder","Heinrich","m","Diessbach b. Büren (BE)","BE",1,"CN","N",4,"BGB","UDC","2016-12-08 18:12:56","1927-11-21","2014-10-20","1971-11-29","1971-12-31","Heinrich Schnyder"
1240,"Schnyder","Heinrich","m","Diessbach b. Büren (BE)","BE",1,"CN","N",4,"V","UDC","2016-12-08 18:12:56","1927-11-21","2014-10-20","1972-01-01","1987-11-29","Heinrich Schnyder"
3200,"Schnyder","Jules","m","Neuenstadt (BE)","BE",1,"CN","N",126,"MC","Lib*","2016-12-08 18:12:56","1843-04-21","1928-08-09","1881-12-05","1884-11-30","Jules Schnyder"
3201,"Schnyder","Jules","m","Sursee (LU)","LU",2,"CE","S",3,"K","PDC","2016-12-08 18:12:56","1830-02-09","1913-02-28","1885-12-07","1886-06-01","Jules Schnyder"
1241,"Schnyder","Karl","m","Basel (BS), Vorderthal (SZ)","BS",1,"CN","N",2,"S","PSS","2016-12-08 18:12:56","1931-08-23","2016-04-29","1975-12-01","1978-04-21","Karl Schnyder"
3202,"Schnyder","Oskar","m","Gampel (VS)","VS",1,"CN","N",3,"K","PDC","2016-12-08 18:12:56","1896-11-21","1974-09-21","1943-12-06","1948-12-01","Oskar Schnyder"
3203,"Schöbi","Josef","m","Berneck (SG)","SG",2,"CE","S",3,"K","PDC","2016-12-08 18:12:56","1873-03-19","1936-05-22","1935-06-03","1936-05-22","Josef Schöbi"
3204,"Schobinger","Joseph Anton","m","Luzern (LU)","LU",1,"CN","N",3,"K","PDC","2016-12-08 18:12:56","1849-01-30","1911-11-27","1888-09-01","1904-12-04","Joseph Anton Schobinger"
3204,"Schobinger","Joseph Anton","m","Luzern (LU)","LU",1,"CN*","N",3,"K","PDC","2016-12-08 18:12:56","1849-01-30","1911-11-27","1904-12-05","1905-12-03","Joseph Anton Schobinger"
3204,"Schobinger","Joseph Anton","m","Luzern (LU)","LU",1,"CN","N",3,"K","PDC","2016-12-08 18:12:56","1849-01-30","1911-11-27","1905-12-04","1908-06-01","Joseph Anton Schobinger"
3204,"Schobinger","Joseph Anton","m","Luzern (LU)","LU",3,"BR","B",0,"-","CVP","2016-12-08 18:12:56","1849-01-30","1911-11-27","1908-06-17","1911-11-27","Joseph Anton Schobinger"
3205,"Schoch","Heinrich Gustav","m","Schaffhausen (SH), Bauma (ZH)","SH",2,"CE","S",99,"-","proc grut*","2016-12-08 18:12:56","1841-01-01","1895-05-11","1875-03-08","1875-09-01","Heinrich Gustav Schoch"
3205,"Schoch","Heinrich Gustav","m","Schaffhausen (SH), Bauma (ZH)","SH",1,"CN","N",99,"-","proc grut*","2016-12-08 18:12:56","1841-01-01","1895-05-11","1875-12-06","1878-12-01","Heinrich Gustav Schoch"
3205,"Schoch","Heinrich Gustav","m","Schaffhausen (SH), Bauma (ZH)","SH",2,"CE","S",99,"-","proc Soc*","2016-12-08 18:12:56","1841-01-01","1895-05-11","1881-12-05","1888-06-03","Heinrich Gustav Schoch"
3205,"Schoch","Heinrich Gustav","m","Schaffhausen (SH), Bauma (ZH)","SH",2,"CE*","S",99,"-","proc Soc*","2016-12-08 18:12:56","1841-01-01","1895-05-11","1888-06-04","1889-06-03","Heinrich Gustav Schoch"
3205,"Schoch","Heinrich Gustav","m","Schaffhausen (SH), Bauma (ZH)","SH",2,"CE","S",99,"-","proc Soc*","2016-12-08 18:12:56","1841-01-01","1895-05-11","1889-06-04","1895-05-11","Heinrich Gustav Schoch"
3206,"Schoch","Kurt","m","Schaffhausen (SH)","SH",2,"CE","S",1,"R","PLR","2016-12-08 18:12:56","1904-02-17","1980-02-03","1946-12-02","1956-12-02","Kurt Schoch"
3206,"Schoch","Kurt","m","Schaffhausen (SH)","SH",2,"CE*","S",1,"R","PLR","2016-12-08 18:12:56","1904-02-17","1980-02-03","1956-12-03","1957-12-02","Kurt Schoch"
3206,"Schoch","Kurt","m","Schaffhausen (SH)","SH",2,"CE","S",1,"R","PLR","2016-12-08 18:12:56","1904-02-17","1980-02-03","1957-12-03","1960-12-15","Kurt Schoch"
200,"Schoch","Otto","m","Herisau (AR)","AR",2,"CE","S",1,"R","PLR","2016-12-08 18:12:56","1934-12-01","2013-07-05","1983-11-28","1995-12-03","Otto Schoch"
200,"Schoch","Otto","m","Herisau (AR)","AR",2,"CE*","S",1,"R","PLR","2016-12-08 18:12:56","1934-12-01","2013-07-05","1995-12-04","1996-11-25","Otto Schoch"
200,"Schoch","Otto","m","Herisau (AR)","AR",2,"CE","S",1,"R","PLR","2016-12-08 18:12:56","1934-12-01","2013-07-05","1996-11-26","1997-09-21","Otto Schoch"
791,"Schönenberger","Jakob","m","Kirchberg (SG)","SG",2,"CE","S",3,"C","PDC","2016-12-08 18:12:56","1931-10-02","","1979-11-26","1991-11-24","Jakob Schönenberger"
3207,"Schönenberger","Laurenz","m","Kirchberg (SG)","SG",1,"CN","N",3,"K","PDC","2016-12-08 18:12:56","1832-04-18","1900-12-30","1882-12-04","1890-11-30","Laurenz Schönenberger"
3208,"Schöpfer","Robert","m","Solothurn (SO), Escholzmatt (LU)","SO",2,"CE","S",1,"R","PLR","2016-12-08 18:12:56","1869-09-27","1941-12-27","1917-12-03","1926-12-05","Robert Schöpfer"
3208,"Schöpfer","Robert","m","Solothurn (SO), Escholzmatt (LU)","SO",2,"CE*","S",1,"R","PLR","2016-12-08 18:12:56","1869-09-27","1941-12-27","1926-12-06","1927-12-05","Robert Schöpfer"
3208,"Schöpfer","Robert","m","Solothurn (SO), Escholzmatt (LU)","SO",2,"CE","S",1,"R","PLR","2016-12-08 18:12:56","1869-09-27","1941-12-27","1927-12-06","1939-12-03","Robert Schöpfer"
3209,"Schopfer","Sidney","m","La Praz (VD)","VD",1,"CN","N",1,"R","PLR","2016-12-08 18:12:56","1862-04-14","1938-07-28","1922-12-04","1925-09-01","Sidney Schopfer"
3210,"Schregenberger","Hans","m","Degersheim (SG)","SG",1,"CN","N",3,"K","PDC","2016-12-08 18:12:56","1912-09-19","1990-01-09","1963-12-02","1970-12-31","Hans Schregenberger"
3210,"Schregenberger","Hans","m","Degersheim (SG)","SG",1,"CN","N",3,"C","PDC","2016-12-08 18:12:56","1912-09-19","1990-01-09","1971-01-01","1971-11-28","Hans Schregenberger"
3211,"Schubiger","Emil","m","Uznach (SG)","SG",2,"CE","S",126,"MC","Lib*","2016-12-08 18:12:56","1834-12-12","1906-04-09","1891-06-01","1896-03-01","Emil Schubiger"
3212,"Schubiger","Johann Bapt.","m","Uznach (SG)","SG",1,"CN","N",3,"K","PDC","2016-12-08 18:12:56","1848-06-23","1920-11-20","1890-12-01","1912-12-03","Johann Bapt. Schubiger"
3212,"Schubiger","Johann Bapt.","m","Uznach (SG)","SG",1,"CN","N",3,"K","PDC","2016-12-08 18:12:56","1848-06-23","1920-11-20","1912-12-04","1919-11-01","Johann Bapt. Schubiger"
3213,"Schubiger","Johann Benedikt","m","Uznach (SG)","SG",1,"CN","N",125,"LG","PLR","2016-12-08 18:12:56","1801-11-09","1859-10-27","1851-12-01","1859-10-27","Johann Benedikt Schubiger"
201,"Schüle","Kurt","m","Schaffhausen (SH)","SH",1,"CN","N",1,"R","PLR","2016-12-08 18:12:56","1944-08-23","","1979-11-26","1991-11-24","Kurt Schüle"
201,"Schüle","Kurt","m","Schaffhausen (SH)","SH",2,"CE","S",1,"R","PLR","2016-12-08 18:12:56","1944-08-23","","1991-11-25","1999-12-05","Kurt Schüle"
3214,"Schuler","Adelrich Jacob","m","Rothenthurm (SZ)","ZH",1,"CN","N",3,"K","PDC","2016-12-08 18:12:56","1922-01-08","1989-09-06","1955-12-05","1957-12-31","Adelrich Jacob Schuler"
3214,"Schuler","Adelrich Jacob","m","Rothenthurm (SZ)","ZH",1,"CN","N",3,"K","PDC","2016-12-08 18:12:56","1922-01-08","1989-09-06","1958-01-01","1970-12-31","Adelrich Jacob Schuler"
3214,"Schuler","Adelrich Jacob","m","Rothenthurm (SZ)","ZH",1,"CN","N",3,"C","PDC","2016-12-08 18:12:56","1922-01-08","1989-09-06","1971-01-01","1975-06-01","Adelrich Jacob Schuler"
3215,"Schuler","Fr. Karl","m","Schwyz (SZ)","SZ",1,"CN","N",126,"MC","PDC","2016-12-08 18:12:56","1817-01-01","1854-03-02","1848-11-06","1852-05-01","Fr. Karl Schuler"
3216,"Schuler","Hans","m","Glarus (GL)","GL",1,"CN","N",1,"R","PLR","2016-12-08 18:12:56","1899-10-09","1977-03-02","1946-10-01","1959-12-06","Hans Schuler"
3217,"Schuler","Josef","m","Alpthal (SZ)","SZ",1,"CN","N",99,"-","BV (SZ)*","2016-12-08 18:12:56","1889-10-27","1957-02-17","1943-12-06","1947-11-30","Josef Schuler"
3218,"Schuler","Josef-Maria","m","Schwyz (SZ)","SZ",2,"CE","S",1,"R","PLR","2016-12-08 18:12:56","1853-01-29","1915-05-09","1911-12-04","1912-12-03","Josef-Maria Schuler"
3218,"Schuler","Josef-Maria","m","Schwyz (SZ)","SZ",2,"CE","S",1,"R","PLR","2016-12-08 18:12:56","1853-01-29","1915-05-09","1912-12-04","1915-05-09","Josef-Maria Schuler"
3219,"Schulthess","Edmund L.","m","Brugg (AG)","AG",2,"CE","S",1,"R","PLR","2016-12-08 18:12:56","1868-03-02","1944-04-22","1905-12-04","1912-07-01","Edmund L. Schulthess"
3219,"Schulthess","Edmund L.","m","Brugg (AG)","AG",3,"BR","B",0,"-","FDP-Liberale","2016-12-08 18:12:56","1868-03-02","1944-04-22","1912-07-17","1935-04-15","Edmund L. Schulthess"
3219,"Schulthess","Edmund L.","m","Brugg (AG)","AG",3,"BR*","B",0,"-","FDP-Liberale","2016-12-08 18:12:56","1868-03-02","1944-04-22","1917-01-01","1917-12-31","Edmund L. Schulthess"
3219,"Schulthess","Edmund L.","m","Brugg (AG)","AG",3,"BR*","B",0,"-","FDP-Liberale","2016-12-08 18:12:56","1868-03-02","1944-04-22","1921-01-01","1921-12-31","Edmund L. Schulthess"
3219,"Schulthess","Edmund L.","m","Brugg (AG)","AG",3,"BR*","B",0,"-","FDP-Liberale","2016-12-08 18:12:56","1868-03-02","1944-04-22","1928-01-01","1928-12-31","Edmund L. Schulthess"
3219,"Schulthess","Edmund L.","m","Brugg (AG)","AG",3,"BR*","B",0,"-","FDP-Liberale","2016-12-08 18:12:56","1868-03-02","1944-04-22","1933-01-01","1933-12-31","Edmund L. Schulthess"
3220,"Schumacher","Josef X. Leod. Franz","m","Luzern (LU)","LU",2,"CE","S",125,"LG","Lib*","2016-12-08 18:12:56","1793-05-02","1860-10-30","1850-04-05","1853-12-01","Josef X. Leod. Franz Schumacher"
3221,"Schümperli","Rudolf","m","Schönholzerswilen (TG)","TG",1,"CN","N",2,"S","PSS","2016-12-08 18:12:56","1907-03-06","1990-03-11","1943-12-06","1954-09-01","Rudolf Schümperli"
3222,"Schümperlin","Johann Jakob","m","Kreuzlingen (TG), Hessenreuti (TG)","TG",1,"CN","N",125,"LG","PLR","2016-12-08 18:12:56","1832-04-17","1889-09-05","1883-06-18","1889-09-05","Johann Jakob Schümperlin"
3223,"Schüpbach","Hermann","m","Thun (BE), Steffisburg (BE)","BE",1,"CN","N",1,"R","PLR","2016-12-08 18:12:56","1877-04-05","1949-06-30","1911-12-04","1912-12-03","Hermann Schüpbach"
3223,"Schüpbach","Hermann","m","Thun (BE), Steffisburg (BE)","BE",1,"CN","N",1,"R","PLR","2016-12-08 18:12:56","1877-04-05","1949-06-30","1912-12-04","1934-12-02","Hermann Schüpbach"
3223,"Schüpbach","Hermann","m","Thun (BE), Steffisburg (BE)","BE",1,"CN*","N",1,"R","PLR","2016-12-08 18:12:56","1877-04-05","1949-06-30","1934-12-03","1935-12-01","Hermann Schüpbach"
3224,"Schürch","Gerhart","m","Rohrbach (BE)","BE",1,"CN","N",1,"R","PLR","2016-12-08 18:12:56","1910-03-23","1994-08-28","1971-11-29","1975-12-31","Gerhart Schürch"
3224,"Schürch","Gerhart","m","Rohrbach (BE)","BE",1,"CN","N",1,"R","PLR","2016-12-08 18:12:56","1910-03-23","1994-08-28","1976-01-01","1979-11-25","Gerhart Schürch"
3225,"Schürmann","Leo","m","Olten (SO), Däniken (SO)","SO",1,"CN","N",3,"K","PDC","2016-12-08 18:12:56","1917-04-10","2002-12-08","1959-12-07","1970-12-31","Leo Schürmann"
3225,"Schürmann","Leo","m","Olten (SO), Däniken (SO)","SO",1,"CN","N",3,"C","PDC","2016-12-08 18:12:56","1917-04-10","2002-12-08","1971-01-01","1974-06-01","Leo Schürmann"
1242,"Schutz","Jakob","m","Filisur (GR), Zurzach (AG)","GR",1,"CN","N",1,"R","PLR","2016-12-08 18:12:56","1918-03-08","2013-09-27","1975-12-01","1975-12-31","Jakob Schutz"
1242,"Schutz","Jakob","m","Filisur (GR), Zurzach (AG)","GR",1,"CN","N",1,"R","PLR","2016-12-08 18:12:56","1918-03-08","2013-09-27","1976-01-01","1979-11-25","Jakob Schutz"
3226,"Schütz","Otto","m","Bachs (ZH)","ZH",1,"CN","N",2,"S","PSS","2016-12-08 18:12:56","1907-03-04","1975-09-03","1947-12-01","1975-09-03","Otto Schütz"
4115,"Schwaab","Jean Christophe","m","La Chaux-de-Fonds (NE), Lausanne (VD)","VD",1,"CN","N",2,"S","PSS","2016-12-08 18:12:56","1979-08-23","","2011-12-05","2015-11-29","Jean Christophe Schwaab"
4115,"Schwaab","Jean Christophe","m","La Chaux-de-Fonds (NE), Lausanne (VD)","VD",1,"CN","N",2,"S","PSS","2016-12-08 18:12:56","1979-08-23","","2015-11-30","","Jean Christophe Schwaab"
509,"Schwaab","Jean Jacques","m","La Chaux-de-Fonds (NE), Lausanne (VD)","VD",1,"CN","N",2,"S","PSS","2016-12-08 18:12:56","1948-12-31","","1999-12-06","2003-11-30","Jean Jacques Schwaab"
202,"Schwab","Heinz","m","Radelfingen (BE)","BE",1,"CN","N",4,"V","UDC","2016-12-08 18:12:56","1941-06-12","","1987-11-30","1994-10-07","Heinz Schwab"
1149,"Schwaller","Urs","m","Luterbach (SO), Tafers (FR)","FR",2,"CE","S",3,"C","PDC","2016-12-08 18:12:56","1952-10-31","","2003-12-01","2005-05-19","Urs Schwaller"
