"consultation_date_end","consultation_date_start","consultation_department","consultation_id","consultation_title"
"2010-10-06","2010-09-23","DFE","2010-76","Révision partielle de l'ordonnance sur la formation professionnelle"
"2011-01-10","2010-11-30","DFE","2010-77","Modification de l'Ordonnance sur les effectifs maximums dans Ia production de viande et d'oeufs (Ordonnance sur les effectifs maximums OEM ; SR 916.344)"
"2011-01-07","2010-11-30","DFE","2010-78","Audition concernant les modifications de l'ordonnance sur les améliorations structurelles dans l'agriculture (OAS)"
"2011-02-11","2010-12-15","DFE","2010-79","Révision totale de l'ordonnance sur les désignations «montagne» et «alpage» relatives aux produits agricoles et produits agricoles transformés (Ordonnance sur les désignations «montagne» et «alpage», ODMA)"
"2010-11-30","2010-10-18","DFI","2010-8","Ordonnances sur les stupéfiants et les substances psychotropes (OCStup, OAStup, OLStup-DFI)."
"2010-12-10","2010-09-13","DETEC","2010-80","Ordonnance sur les atterrissages et les décollages d'aéronefs en dehors des aérodromes (Ordonnance sur les atterrissages en campagne, OSAC)"
"2010-04-30","2010-02-16","DETEC","2010-84","Modification de l'ordonnance sur la protection contre le bruit"
"2010-06-30","2010-03-19","DETEC","2010-85","Acceptation des amendements du 4 juin 2004 de la Convention sur l'évaluation de l'impact sur l'environnement dans un contexte transfrontière"
"2010-05-25","2010-04-30","DETEC","2010-87","Ordonnance sur les exigences de sécurité des câbles des installations de transport à câbles (ordonnance sur les câbles)"
"2010-10-15","2010-05-18","DETEC","2010-88","Initiative parlementaire Protection et utilisation des eaux (07.492):  modification des ordonnances sur la protection des eaux, l'aménagement des cours d'eau, l'énergie et la pêche"
"2010-08-31","2010-06-04","DETEC","2010-89","Modification de l'ordonnance du 27 juin 1990 relative à la désignation des organisations habilitées à recourir dans les domaines de la protection de l'environnement ainsi que de la protection de la nature et du paysage (ODO)"
"2010-10-15","2010-07-16","DETEC","2010-90","Révision totale de l'Ordonnance sur l'utilisation des organismes en milieu confiné (Ordonnance sur l'utilisation confinée, OUC)"
"2010-10-01","2010-08-02","DETEC","2010-91","Ordonnance réglant la compensation des émissions de CO2 des centrales thermiques à combustibles fossiles"
"2010-11-26","2010-08-27","DETEC","2010-92","Création des bases juridiques nécessaires à l'instauration de zones environnementales"
"2010-11-30","2010-08-23","DETEC","2010-93","Plan sectoriel «Dépôts en couches géologiques profondes»: étape 1"
"2010-03-31","2010-02-08","DETEC","2010-94","08.520 Iv. pa. Suppression des signes distinctifs pour cycles"
"2010-02-15","2010-01-21","DETEC","2010-97","Modification de l'art. 13, al. 3, let. b, de l'ordonnance sur l'approvisionnement en électricité (OApEl) et nouvelle annexe 1"
"2010-06-28","2010-05-10","DETEC","2010-98","Révision du droit concernant le transport des marchandises dangereuses. Ordonnance relative au transport des marchandises dangereuses par route (SDR)"
"2010-10-15","2010-08-13","DETEC","2010-99","Modification des ordonnances d'exécution suite à la révision partielle de la loi sur l'aviation"
"2011-06-10","2011-03-30","ChF","2011-1","10.440 é Iv. pa. Améliorer l’organisation et les procédures du Parlement (Procédure applicable au traitement des initiatives deposées par un canton; objets de la procédure de consultation)"
"2011-04-09","2011-03-09","DFI","2011-10","Révision partielle de l’Ordonnance sur l’assurance-maladie (OAMal)"
"2011-05-31","2011-04-12","DFI","2011-11","Modification de l’ordonnance du 19 décembre 1983 sur la prévention des accidents et des maladies professionnelles (OPA)"
"2012-03-01","2011-12-06","DFI","2011-12","Révisions dans le domaine du tabac et des objets usuels"
"2012-03-31","2011-12-13","DFI","2011-13","Révision partielle de l’ordonnance sur la protection contre les substances et les préparation dangereuses (ordonnance sur les produits chimiques, OChim)"
"2011-08-12","2011-06-30","DFI","2011-15","Projets de modification dans le cadre de la 3e actualisation de l’annexe II de l’Accord sur la libre circulation des personnes "
"2011-11-30","2011-08-30","DFJP","2011-18","Révision partielle du code des obligations (révision du droit de la prescription) "
"2012-03-23","2011-11-23","DFJP","2011-21","Modification partielle de la Loi sur les Etrangers (LEtr)"
"2011-07-29","2011-06-08","DFJP","2011-24","Révision partielle de l’ordonnance sur la surveillance de la correspondance par poste et télécommunication (OSCPT) et de l’ordonnance sur les émoluments et les indemnités en matière de surveillance de la correspondance par poste et télécommunications"
"2011-08-04","2011-07-06","DFJP","2011-25","Message complémentaire à la modification de la loi sur l'asile (Rapport du DFJP sur des mesures d'accélération dans le domaine de l'asile, mesures à court terme, option 3)"
"2012-03-07","2011-12-07","DFJP","2011-26","Ordonnance sur la gestion du patrimoine dans le cadre d<U+0092>une curatelle ou d<U+0092>une tutelle (OGP)"
"2011-05-20","2011-02-21","DFJP","2011-27","05.445 Initiative parlementaire. Juridiction constitutionnelle <U+0096> 07.476  Initiative parlementaire. Faire en sorte que la Constitution soit applicable pour les autorités chargées de mettre en œuvre le droit"
"2011-07-25","2011-05-20","DFJP","2011-30","Modification de l’O sur les prestations de la Confédération dans le domaine de l’exécution des peines et des mesures (OPPM); rév. totale de l’O du DFJP sur les prestations de la Confédération dans le domaine de l’exécution des peines et des mesures"
"2011-12-15","2011-09-14","DFJP","2011-31","Ordonnance sur les déclarations et ordonnance sur les prescriptions techniques concernant les déclarations de quantité figurant sur les préemballages industriels"
"2012-01-31","2011-10-13","DDPS","2011-33","Ordonnance sur l’encouragement du sport et de l’activité physique. O du DDPS sur les programmes et les projets d’encouragement du sport et O du DDPS sur la Haute école fédérale de sport de Macolin "
"2012-02-20","2011-11-09","DDPS","2011-34","Projet du rapport du Conseil fédéral sur la stratégie de la protection de la population et de la protection civile 2015+"
"2012-03-31","2011-12-01","DDPS","2011-35","Ordonnance sur les guides de montagne et les organisateurs d’autres activités à risque"
"2011-08-12","2011-05-27","DDPS","2011-36","Révision partielle de l’ordonnance sur la géoinformation, annexe 1 (OGéo) "
"2011-09-16","2011-08-29","DDPS","2011-37","Révision de l'ordonnance sur la protection civile (OPCi, RS 520.11)"
"2011-02-07","2011-01-07","DFF","2011-41","Rapport explicatif sur la conclusion d’un protocole modifiant la Convention entre la Suisse et la Suède en vue d’éviter les doubles impositions en matière d’impôts sur le revenu et sur la fortune "
"2011-02-24","2011-01-24","DFF","2011-42","Modification de la loi sur les bourses (abus de marché et délits boursiers); Invitation à l’audition concernant l’art. 32, al. 4, LBVM "
"2012-01-16","2011-10-24","DFF","2011-44","Modification de l'Ordonnance sur les fonds propres (OFR; Bâle III)"
"2012-01-16","2011-11-18","DFF","2011-45","Modification de l’Ordonnance sur les fonds propres (OFR; volant anticyclique)"
"2012-01-16","2011-11-18","DFF","2011-46","Modification de l’Ordonnance sur les fonds propres (OFR; pondérations-risque pour objets d’habitation)"
"2012-01-16","2011-12-05","DFF","2011-47","Modifications de l’ordonnance sur les banques et l’ordonnance sur les fonds propres (too big to fail) "
"2012-03-02","2011-12-22","DFF","2011-48","Ordonnance sur l'<U+0092>obligation de délivrer des attestations pour les participations de collaborateur (Ordonnance sur les attestations de participations, OAP)"
"2011-06-29","2011-03-23","DFE","2011-49","Politique agricole 2014-2017: Développement de la politique agricole dans les années 2014 à 2017"
"2011-06-10","2011-04-14","DFE","2011-51","Révision totale de l’ordonnance sur la coordination des inspections dans les exploitations agricoles (Ordonnance sur la coordination des inspections, OCI) "
"2011-06-17","2011-05-12","DFE","2011-58","Révision totale de l’ordonnance sur les importations agricoles, OIAgr "
"2011-07-29","2011-05-31","DFE","2011-59","Modification de l’ordonnance du 26 novembre 2003 sur les marchés du bétail de boucherie et de la viande (Ordonnance sur le bétail de boucherie) "
"2011-10-28","2011-06-29","DFI","2011-6","Révision partielle de la loi fédérale sur les professions médicales universitaires (loi sur les professions médicales, LPMéd)"
"2011-07-29","2011-06-15","DFE","2011-60","Consultation concernant la révision de l'ordonnance sur les épizooties, de l'ordonnance concernant Ia banque de données sur le trafic des animaux (ordonnance sur Ia BDTA) et de l'ordonnance relative aux émoluments lies an trafic des animaux (OEmol-TA"
"2011-08-31","2011-07-22","DFE","2011-61","Modification de l’Ordonnance concernant les éléments de protection industrielle et les éléments mobiles applicables à l’importation de produits agricoles transformés ainsi que de l’Ordonnance sur les contributions à l’exportation "
"2011-11-23","2011-08-30","DFE","2011-62","Ordonnance sur l’aide au Service sanitaire apicole (OSSA) "
"2011-07-08","2011-03-31","DETEC","2011-64","Financement et aménagement de l’infrastructure ferroviaire (FAIF; contre-projet à l’initiative populaire «Pour les transports publics») "
"2011-02-21","2011-02-10","DETEC","2011-66","Ordonnance du DETEC concernant l’indemnité de risque pour les valeurs patrimoniales nécessaires à l’exploitation (WACC) "
"2011-04-30","2011-02-11","DETEC","2011-67","Révision de l’ordonnance sur l’énergie (OEne): attestation d’origine, rétribution du courant injecté à prix coûtant (RPC), appels d’offres publics et contributions globales "
"2011-04-11","2011-02-17","DETEC","2011-68","Révision de l’ordonnance sur l’énergie (OEne, appendice 3.6): étiquette-énergie pour les voitures de tourisme"
"2011-06-17","2011-04-15","DETEC","2011-69","Modifications d’ordonnances dues à la suppression de la vignette pour cycles "
"2011-07-15","2011-04-18","DETEC","2011-70","Révision partielle de l’ordonnance sur la chasse "
"2011-06-17","2011-05-05","DETEC","2011-71","Modification de l’ordonnance sur l’accès au réseau ferroviaire (OARF) "
"2011-07-07","2011-05-06","DETEC","2011-72","Révision de l’ordonnance sur l’énergie (OEne): prescriptions concernant les appareils et mise en circulation "
"2011-07-22","2011-05-24","DETEC","2011-73","Modification de l’ordonnance sur les services de télécommunication (OST) "
"2011-11-01","2011-08-19","DETEC","2011-74","Révision de l’ordonnance sur l’assainissement des sites pollués (Ordonnance sur les sites contaminés, OSites) "
"2011-10-03","2011-09-06","DETEC","2011-75","Ordonnance sur la protection des prairies et pâturages secs d’importance nationale (OPPS) Révision partielle 2011 "
"2011-12-15","2011-10-19","DETEC","2011-76","Révision totale de l’ordonnance sur l’application des garanties "
"2011-06-20","2011-04-14","DETEC","2011-77","08.314 Iv. ct. SG. Constructions hors des zones à bâtir "
"2012-03-30","2011-12-15","DETEC","2011-79","10.470 Iv.pa. Aménagement du territoire. Dispositions régissant le stockage de matières premières renouvelables indigènes (von Siebenthal) "
"2011-05-15","2011-01-05","DETEC","2011-80","Révision totale de l'ordonnance sur les règles de la circulation routière (OCR) et l'ordonnance sur la signalisation routière (OSR)"
"2011-07-13","2011-05-03","DETEC","2011-81","Révision partielle de l’ordonnance sur les chemins de fer (OCF) et de ses dispositions d’exécution (DE-OCF); Intégration, dans l’OCF et les DE-OCF, de l’ordonnance sur les installations électriques des chemins de fer (OIEC) et de leurs dispositions d"
"2011-08-15","2011-05-18","DETEC","2011-82","Plus de sécurité sur les vélos électriques (Ordonnance concernant les exigences techniques requises pour les véhicules routiers OETV, ordonnance sur les règles de la circulation routière OCR et ordonnance sur la signalisation routière OSR) "
"2011-08-19","NA","DETEC","2011-83","Modification de l’ordonnance du 18 décembre 1995 sur les parts cantonales dans les indemnités et les aides financières pour le trafic régional "
"2011-10-07","2011-08-05","DETEC","2011-84","Révision de l’ordonnance régissant les émoluments de l’Office fédéral des routes (OEmol-OFROU) "
"2011-09-30","2011-08-08","DETEC","2011-85","L’ordonnance sur la réduction des émissions de CO2 des voitures de tourisme "
"2011-11-05","2011-10-11","DETEC","2011-86","Modification de l’ordonnance sur l’énergie (OEne) – RPC: adaptation des taux de rétribution "
"2011-12-14","2011-11-08","DETEC","2011-87","Message sur le financement de l'infrastructure ferroviaire suisse (CFF et chemins de fer privés) et sur la convention sur les prestations entre la Confédération et les CFF pour les années 2013 à 2016 "
"2012-08-31","2012-06-18","DFI","2012-10","Ordonnance sur les professions relevant du domaine de la psychologie (Ordonnance sur les professions de la psychologie, OPPsy)"
"2012-10-22","2012-08-09","DETEC","2012-100","Nouvelle ordonnance du DETEC sur la participation des gestionnaires d<U+0092>infrastructure aux frais de mise à disposition des services d<U+0092>intervention sur les installations ferroviaires (OFSI)"
"2012-12-12","2012-10-01","DETEC","2012-101","Mise en oeuvre des directives UE sur l<U+0092>interopérabilité et sur la sécurité"
"2012-10-23","2012-10-02","DETEC","2012-102","Révision de l<U+0092>ordonnance sur l<U+0092>approvisionnement en électricité (OApEl)"
"2012-12-10","2012-10-10","DETEC","2012-103","Régime d<U+0092>indemnisation de l<U+0092>ordonnance sur la taxe d<U+0092>incitation sur les composés organiques volatils (OCOV)"
"2012-11-22","2012-10-10","DETEC","2012-104","Adaptations d<U+0092>ordonnances dans le cadre de la 2e partie de la réforme des chemins de fer 2: Transport des voyageurs"
"2012-10-02","2012-07-02","DETEC","2012-105","Modification de l<U+0092>Ordonnance de la Commission fédérale de la communication relative à la loi sur les télécommunications (modification des règles sur la présélection)"
"2012-08-06","2012-04-04","DFE","2012-106","Augmentation des subventions relatives à l<U+0092>organisation des examens fédéraux <U+0096> Révision de l<U+0092>article 65 de l<U+0092>ordonnance sur la formation professionnelle"
"2012-05-15","2012-02-15","DFE","2012-109","Ordonnance sur le cadre national des certifications pour les diplômes de la formation professionnelle"
"2012-09-07","2012-06-29","DFI","2012-11","Révision partielle de l<U+0092>ordonnance sur les émoluments relatifs aux produits chimiques (OEChim)"
"2012-07-18","2012-04-25","DFE","2012-110","Modification de l<U+0092>ordonnance du DFE concernant l<U+0092>hygiène lors de l<U+0092>abattage d<U+0092>animaux (OHyAb)"
"2012-07-18","2012-04-25","DFE","2012-111","Modification de l<U+0092>ordonnance sur le contrôle du lait (OCL)"
"2012-07-18","2012-04-25","DFE","2012-112","Modification de l<U+0092>ordonnance du 27 juin 1995 sur les épizooties (OFE)"
"2012-06-25","2012-05-21","DFE","2012-113","Modification de l<U+0092>ordonnance sur l<U+0092>agriculture biologique et de l<U+0092>ordonnance du DFE sur l<U+0092>agriculture biologique"
"2012-08-10","2012-06-07","DFE","2012-114","Révision totale de l<U+0092>ordonnance sur l<U+0092>élevage"
"2012-08-10","2012-06-13","DFE","2012-115","Ordonnance du DFE sur l<U+0092>agriculture biologie. Reprise des modalités d<U+0092>application du règlement en ce qui concerne le vin biologique"
"2012-09-24","2012-07-03","DFE","2012-116","Ordonnance sur la déclaration des fourrures et des produits de la pelleterie (ordonnance sur la déclaration des fourrures)"
"2012-11-23","2012-08-24","DFE","2012-117","Ordonnance sur la circulation des espèces de faune et de flore protégées (O-CITES) et Ordonnance du DFE sur  le contrôle de la circulation des espèces de faune et de flore protégées (Ordonnance sur les contrôles CITES)"
"2012-12-03","2012-09-03","DFE","2012-118","Modification de l<U+0092>Ordonnance sur la protection des animaux (OPAn), de l<U+0092>Ordonnance sur les formations à la détention d<U+0092>animaux et à la manière de les traiter et de l<U+0092>Ordonnance sur la détention des animaux de rente et des animaux domestiques"
"2012-11-30","2012-09-10","DFE","2012-119","Nouvel article 73a de l<U+0092>ordonnance 1 relative à la loi sur le travail (OLT 1): Renonciation à l<U+0092>enregistrement de la durée du travail"
"2013-03-15","2012-12-13","DFI","2012-12","Révisions dans le domaine des denrées alimentaires et des objets usuels"
"2012-11-30","2012-10-31","DFE","2012-120","Modification de l<U+0092>ordonnance relative à la banque de données sur le trafic des animaux (ordonnance sur la BDTA)"
"2012-12-19","2012-11-21","DFE","2012-121","Modification de l<U+0092>annexe de l'Ordonnance sur les effectifs maximums (OEM)"
"2013-02-15","2012-12-07","DFE","2012-122","Révision de l<U+0092>ordonnance 2 relative à la loi sur le travail (OLT 2) (Dispositions spéciales pour certaines catégories d<U+0092>entreprises ou de travailleurs)"
"2013-02-20","2012-12-19","DFE","2012-123","Directives régissant la présentation des demandes, la budgétisation et le décompte relatifs aux examens professionnels fédéraux et aux examens professionnels fédéraux supérieurs conformément à l<U+0092>art. 56 LFPr et à l<U+0092>art. 65 OFPr"
"2013-02-22","2012-11-12","DFI","2012-13","Iv.pa. 07.402 Loi fédérale sur l'encouragement et la protection des enfants et des jeunes. Base constitutionnelle"
"2012-10-02","2012-07-02","DFI","2012-14","Convention entre la Confédération et les cantons sur la coopération dans le domaine des hautes écoles (Convention de coopération)"
"2012-10-31","2012-08-28","DFI","2012-15","Ordonnance concernant la loi fédérale relative à la recherche sur l<U+0092>être humain"
"2012-11-14","2012-10-24","DFI","2012-16","Révision de l'ordonnance du 12 avril 1995 sur la compensation des risques dans l'assurance-maladie (OCoR)"
"2012-04-30","2012-01-18","DFJP","2012-18","Ordonnance sur la protection extraprocédurale des témoins (Otém)"
"2012-06-08","2012-03-02","DFJP","2012-19","Adaptation de l<U+0092>ordonnance relative à l<U+0092>admission, au séjour et à l<U+0092>exercice d<U+0092>une activité lucrative (OASA)"
"2012-07-06","2012-03-28","DFJP","2012-20","Révision totale de la loi fédérale du 19 décembre 2003 sur les services de certification dans le domaine de la signature électronique (Loi sur la signature électronique, SCSE)"
"2012-08-08","2012-04-18","DFJP","2012-21","Révisions partielles de l<U+0092>ordonnance sur l<U+0092>asile 2 (OA 2) et 3 (OA 3), de l<U+0092>ordonnance sur l<U+0092>intégration des étrangers (OIE) et de l<U+0092>ordonnance sur l<U+0092>exécution du renvoi et de l<U+0092>expulsion (OERE)"
"2012-11-02","2012-06-18","DFJP","2012-23","Modification del<U+0092>ordonnance relative à l<U+0092>admission, au séjour et à l<U+0092>exercice d<U+0092>une activité lucrative (OASA) (statut d<U+0092>artistes de cabaret)"
"2012-10-08","2012-06-18","DFJP","2012-24","Extension de l<U+0092>entraide judiciaire aux infractions fiscales"
"2012-12-05","2012-09-05","DFJP","2012-27","Modification de la loi sur le Tribunal fédéral (LTF) <U+0096> extension du pouvoir d<U+0092>examen aux recours en matière pénale"
"2012-12-21","2012-09-24","DFJP","2012-28","Code civil suisse (Enregistrement de l<U+0092>état civil et registre foncier)"
"2013-02-14","2012-10-31","DFJP","2012-29","Loi fédérale sur le casier judiciaire informatique VOSTRA (Loi sur le casier judiciaire, LCJ)"
"2012-09-30","2012-06-11","ChF","2012-3","Mise en oeuvre de la modification du 17 juin 2011 de la loi fédérale sur les droits politiques des Suisses de l<U+0092>étranger (Simplification du renouvellement de l<U+0092>inscription au registre des électeurs)"
"2013-03-26","2012-12-14","DFJP","2012-30","Code civil (Modification relative à la forme authentique)"
"2013-04-05","2012-12-19","DFJP","2012-31","Modification du code des obligations (droit du registre du commerce et adaptation des droits de la société anonyme, de la société à responsabilité limitée et de la société coopérative) et du droit de la surveillance de la révision"
"2012-03-12","2012-01-10","DFJP","2012-32","Révision totale de l<U+0092>ordonnance du 20 janvier 2010 sur l<U+0092>établissement de documents de voyage pour étrangers (ODV)"
"2012-04-05","2012-03-06","DFJP","2012-33","Adaptation de l<U+0092>ordonnance sur l<U+0092>entrée et l<U+0092>octroi de visas (OEV)"
"2012-08-31","2012-07-12","DFJP","2012-34","Ordonnance sur les compétences en matière de métrologie"
"2012-09-26","2012-08-24","DFJP","2012-35","Entrée en vigueur du nouveau droit comptable et des dispositions d'exécution"
"2012-09-26","2012-08-24","DFJP","2012-36","Révision partielle de l<U+0092>ordonnance sur la surveillance de la révision (OSRev)"
"2012-10-12","2012-08-27","DFJP","2012-37","Mandat d<U+0092>ouverture de négociations en vue du développement de l<U+0092>accord du 10 septembre 1998 entre la Confédération suisse et la République italienne relatif à la coopération entre les autorités de police et de douane"
"2013-01-31","2012-10-26","DFJP","2012-38","Ordonnance concernant la commission fédérale chargée de juger les possibilités de traiter les personnes internées à vie"
"2013-04-08","2012-12-21","DFAE","2012-4","Convention internationale pour la protection de toutes les personnes contre les disparitions forcées du 20 décembre 2006"
"2012-06-15","2012-05-03","DFJP","2012-44","Ordonnance du DFJP sur les compteurs d<U+0092>eau froide"
"2012-04-05","2012-03-06","DDPS","2012-47","Ordonnnance sur les systèmes d<U+0092>information de la Confédération dans le domaine du sport (OSIS)"
"2012-12-18","2012-09-28","DDPS","2012-48","Modification de l<U+0092>ordonnance sur le tir et de l<U+0092>ordonnance du DDPS sur le tir"
"2012-12-05","2012-08-30","DFF","2012-49","Loi fédérale sur l<U+0092>impôt fédéral direct (LIFD), (imposition équilibrées des couples et de la famille)"
"2013-03-31","2012-12-14","DFF","2012-51","Révision partielle de la loi sur les douanes (LD)"
"2012-10-19","2012-09-20","DFF","2012-53","Révision partielle de l<U+0092>Ordonnance du 9 novembre 2005 sur la surveillance des entreprises d<U+0092>assurance privées (Ordonnance sur la surveillance, OS)"
"2012-10-19","2012-09-27","DFF","2012-54","Révision de l'ordonnance du 15 octobre 2008 réglant la perception d'émoluments et de taxes par l'Autorité fédérale de surveillance des marchés financiers (Ordonnance sur les émoluments et les taxes de la FINMA, Oém-FINMA)"
"2012-11-26","2012-10-22","DFF","2012-55","Loi fédérale sur le programme de consolidation et de réexamen des tâches 2014 (LCRT 2014)"
"2012-12-17","2012-11-15","DFF","2012-56","Révision de l<U+0092>ordonnance sur les bourses (délits boursiers et abus de marché)"
"2013-01-08","2012-12-11","DFF","2012-58","Révision de l<U+0092>ordonnance sur les placements collectifs de capitaux (Ordonnance sur les placements collectifs, OPCC)"
"2013-03-27","2012-12-17","DFF","2012-59","Modification de l<U+0092>ordonnance relative à une redevance sur le trafic des poids lourds (ORPL)"
"2013-02-11","2012-10-25","DFI","2012-6","Loi sur le libre passage et loi sur la prévoyance professionnelle. Garantie moindre lors du choix par l<U+0092>assuré de certaines stratégies de placement et mesures de garantie de l<U+0092>avoir de prévoyance en cas de négligence de l<U+0092>obligation d<U+0092>entretien"
"2012-05-10","2012-02-07","DFF","2012-60","09.503 Iv.pa. Supprimer les droits de timbre par étapes et créer des emplois"
"2013-03-18","2012-12-11","DFF","2012-61","03.445 Iv.pa. Marchés publics. La formation d<U+0092>apprentis constituerait un critère de sélection"
"2012-06-15","2012-05-07","DFF","2012-62","Rapport explicatif sur la conclusion d<U+0092>une convention entre la Suisse et la Bulgarie en vue d<U+0092>éviter les doubles impositions en matière d<U+0092>impôts sur le revenu et sur la fortune"
"2012-06-22","2012-05-18","DFF","2012-63","Rapport explicatif sur la conclusion d<U+0092>un protocole modifiant la convention entre la Suisse et la Slovénie en vue d<U+0092>éviter les doubles impositions en matière d<U+0092>impôts sur le revenu et sur la fortune"
"2012-06-22","2012-05-22","DFF","2012-64","Rapport explicatif sur la conclusion d<U+0092>un protocole modifiant la convention entre la Suisse et la Tchéquie en vue d<U+0092>éviter les doubles impositions en matière d<U+0092>impôts sur le revenu et sur la fortune"
"2012-08-17","2012-07-24","DFF","2012-65","Rapport explicatif sur la conclusion d<U+0092>une nouvelle convention entre la Suisse et la France en vue d<U+0092>éviter les doubles impositions en matière d<U+0092>impôts sur les successions"
"2012-09-28","2012-08-07","DFF","2012-66","Ordonnance du DFF sur l<U+0092>imposition à la source dans le cadre de l<U+0092>impôt fédéral direct (Ordonnance sur l<U+0092>imposition à la source, OIS)"
"2012-04-23","2012-01-18","DETEC","2012-67","Ordonnance sur la poste"
"2012-06-01","2012-02-22","DETEC","2012-68","Révision partielle de l<U+0092>ordonnance sur l<U+0092>aménagement du territoire"
"2012-10-11","2012-06-15","DETEC","2012-74","Transport de supporters de clubs sportifs; modification de la loi sur le transport de voyageurs (LTV)"
"2012-03-31","2012-01-31","DETEC","2012-79","Révision des ordonnances sur le transport des marchandises dangereuses par route, par chemin de fer et par installation à câbles <U+0096> Introduction du système de l<U+0092>évaluation de la conformité pour les contenants de marchandises dangereuses"
"2013-03-22","2012-12-07","DFI","2012-8","Loi fédéral sur l<U+0092>enregistrement des maladies oncologiques (LEMO)"
"2012-03-30","2012-01-31","DETEC","2012-80","Modification de l<U+0092>ordonnance sur la taxe d<U+0092>incitation sur les composés organiques volatils (OCOV)"
"2012-02-15","2012-02-02","DETEC","2012-81","Ordonnance du DETEC concernant l<U+0092>indemnité de risque pour les valeurs patrimoniales nécessaires à l<U+0092>exploitation"
"2012-05-07","2012-02-01","DETEC","2012-82","Révision de l<U+0092>ordonnance sur la protection contre les accidents majeurs (OPAM)"
"2012-03-30","2012-02-16","DETEC","2012-83","Révision partielle de l'ordonnance sur la radio et la télévision (ORTV)"
"2012-05-11","2012-03-07","DETEC","2012-84","Révision totale de l<U+0092>ordonnance sur les ouvrages d<U+0092>accumulation (OSOA)"
"2012-06-15","2012-04-13","DETEC","2012-85","Archéologie et paléontologie dans le cadre de la construction des routes nationales : adaptation de l'OUMin et ajout à l'ORN"
"2012-06-30","2012-05-10","DETEC","2012-86","Ordonnance sur la collecte des données relatives aux tonnes-kilomètres des aéronefs"
"2012-08-03","2012-05-10","DETEC","2012-87","Ordonnance sur la réduction des émissions de CO2 (Ordonnance sur le CO2)"
"2012-06-22","2012-05-29","DETEC","2012-88","Ordonnance sur la construction de résidences secondaires"
"2012-09-28","2012-06-14","DETEC","2012-89","Programme de gestion des déchets et traitement des recommandations émises dans les expertises et les prises de position sur la démonstration de faisabilité"
"2012-03-08","2011-12-24","DFI","2012-9","Rapport sur l<U+0092>avenir du 2e pilier"
"2012-12-10","2012-08-30","DETEC","2012-90","Initiative parlementaire «Politique forestière en matière de surface» (09.474). Modification de l<U+0092>ordonnance sur les forêts (OFo)"
"2012-12-10","2012-10-10","DETEC","2012-91","Modification de l<U+0092>ordonnance du DETEC sur l<U+0092>indemnisation des cantons pour leur contribution à l<U+0092>exécution de l<U+0092>ordonnance sur la taxe d<U+0092>incitation sur les composés organiques volatils"
"2012-12-17","2012-12-03","DETEC","2012-92","Révision partielle de l<U+0092>ordonnance sur la radio et la télévision (ORTV); suppression de la limitation de diffusion à la région"
"2012-11-16","2012-09-27","DETEC","2012-94","12.400 Iv. pa. Libérer les investissements dans le renouvelable sans pénaliser les gros consommateurs (CEATE-N)"
"2012-05-09","2012-03-26","DETEC","2012-95","Modification de l<U+0092>ordonnance sur l<U+0092>énergie (OEne) <U+0096> RPC: adaptation des taux de rétribution"
"2012-07-31","2012-05-11","DETEC","2012-96","Adaptation du service antipollution"
"2012-06-21","2012-06-01","DETEC","2012-97","Révision du droit concernant le transport des marchandises dangereuses"
"2012-08-31","2012-06-18","DETEC","2012-98","Révision de l<U+0092>ordonnance sur la protection de l<U+0092>air (OPair) concernant la combustion du bois"
"2012-09-09","2012-07-09","DETEC","2012-99","Révision partielle de l<U+0092>ordonnance du DETEC sur l<U+0092>attestation du type de production et de l<U+0092>origine de l<U+0092>électricité (OAOr)"
"2013-03-18","2013-02-15","DFI","2013-10","Révision partielle de l<U+0092>ordonnance sur l<U+0092>assurance-maladie (OAMal)"
"2013-06-28","2013-04-08","DFE","2013-103","Dispositions d<U+0092>exécution relatives à la Politique agricole 2014-2017"
"2013-07-26","2013-05-28","DFE","2013-104","Ordonnance du DEFR sur les signes officiels pour les produits de montagne et d'<U+0092>alpage"
"2013-07-23","2013-06-10","DFE","2013-105","Révision totale de l<U+0092>ordonnance relative à l<U+0092>encouragement de la recherche et de l<U+0092>innovation (O-LERI)"
"2013-08-03","2013-06-04","DFE","2013-106","Modification des annexes de l'ordonnance du DEFR concernant les conditions minimales de reconnaissance des filières de formation et des études postdiplômes des écoles supérieures (OCM ES)"
"2013-10-04","2013-08-30","DFE","2013-107","Modification de l<U+0092>ordonnance sur le bail à loyer et le bail à ferme d<U+0092>habitations et de locaux commerciaux (OBFL)"
"2014-01-17","2013-11-04","DFE","2013-108","Révision de l<U+0092>Ordonnance 1 relative à la loi sur le travail (OLT 1)"
"2014-04-18","2013-12-16","DFE","2013-109","Révision partielle de l<U+0092>ordonnance du DEFR sur l<U+0092>obtention a posteriori du titre d<U+0092>une haute école spécialisée"
"2013-09-30","2013-07-01","DFI","2013-11","Révision partielle de l<U+0092>ordonnance concernant la mise sur le marché et l<U+0092>utilisation des produits biocides (Ordonnance sur les produits biocides, OPBio)"
"2013-04-05","2013-02-05","DFE","2013-110","Annexe III de l'Accord du 21 juin 1999 sur la libre circulation des personnes (ALCP) - reconnaissance des qualifications professionnelles"
"2013-05-07","2013-03-08","DFE","2013-111","Révision partielle de l<U+0092>ordonnance sur la maturité professionnelle fédérale (OMPr)"
